classe;control;produto;ano;litros
DERIVADOS;de_Outros derivados;Outros derivados;1970-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1971-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1972-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1973-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1974-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1975-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1976-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1977-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1978-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1979-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1980-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1981-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1982-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1983-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1984-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1985-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1986-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1987-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1988-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1989-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1990-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1991-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1992-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1993-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1994-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1995-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1996-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1997-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1998-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;1999-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2000-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2001-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2002-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2003-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2004-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2005-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2006-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2007-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2008-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2009-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2010-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2011-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2012-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2013-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2014-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2015-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2016-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2017-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2018-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2019-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2020-01-01;0
DERIVADOS;de_Outros derivados;Outros derivados;2021-01-01;322
DERIVADOS;de_Outros derivados;Outros derivados;2022-01-01;247228
DERIVADOS;de_Outros derivados;Outros derivados;2023-01-01;652301
