classe;control;cultivar;ano;kg
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1982-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1983-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1984-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1985-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1986-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1987-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1988-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1989-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1990-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1991-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1992-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1993-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1994-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1995-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1996-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1997-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1998-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;1999-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2000-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2001-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2002-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2003-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2004-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2005-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2006-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2007-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2008-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2009-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2010-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2011-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2012-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2013-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2014-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2015-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2016-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2017-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2018-01-01;0
BRANCAS E ROSADAS;br_Mistura de uvas americanas;Mistura de uvas americanas;2019-01-01;nd
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1970-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1971-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1972-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1973-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1974-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1975-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1976-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1977-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1978-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1979-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1980-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1981-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1982-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1983-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1984-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1985-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1986-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1987-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1988-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1989-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1990-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1991-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1992-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1993-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1994-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1995-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1996-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1997-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1998-01-01;0
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;1999-01-01;51522
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2000-01-01;73931
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2001-01-01;875554
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2002-01-01;1149812
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2003-01-01;1445602
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2004-01-01;2328928
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2005-01-01;2813056
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2006-01-01;4274628
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2007-01-01;6621952
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2008-01-01;8598555
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2009-01-01;11229449
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2010-01-01;8594684
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2011-01-01;11200409
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2012-01-01;11303572
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2013-01-01;11763335
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2014-01-01;11902554
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2015-01-01;11248259
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2016-01-01;6173966
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2017-01-01;11771138
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2018-01-01;9535525
BRANCAS E ROSADAS;br_MoscatoEmbrapa;Moscato Embrapa;2019-01-01;nd
BRANCAS E ROSADAS;br_Niagara;Niagara;1970-01-01;631152
BRANCAS E ROSADAS;br_Niagara;Niagara;1971-01-01;239017
BRANCAS E ROSADAS;br_Niagara;Niagara;1972-01-01;253262
BRANCAS E ROSADAS;br_Niagara;Niagara;1973-01-01;112917
BRANCAS E ROSADAS;br_Niagara;Niagara;1974-01-01;2476453
BRANCAS E ROSADAS;br_Niagara;Niagara;1975-01-01;2409319
BRANCAS E ROSADAS;br_Niagara;Niagara;1976-01-01;1035298
BRANCAS E ROSADAS;br_Niagara;Niagara;1977-01-01;2468965
BRANCAS E ROSADAS;br_Niagara;Niagara;1978-01-01;3239522
BRANCAS E ROSADAS;br_Niagara;Niagara;1979-01-01;3589475
BRANCAS E ROSADAS;br_Niagara;Niagara;1980-01-01;4030127
BRANCAS E ROSADAS;br_Niagara;Niagara;1981-01-01;6714199
BRANCAS E ROSADAS;br_Niagara;Niagara;1982-01-01;9863766
BRANCAS E ROSADAS;br_Niagara;Niagara;1983-01-01;4496756
BRANCAS E ROSADAS;br_Niagara;Niagara;1984-01-01;8308736
BRANCAS E ROSADAS;br_Niagara;Niagara;1985-01-01;14685699
BRANCAS E ROSADAS;br_Niagara;Niagara;1986-01-01;9191120
BRANCAS E ROSADAS;br_Niagara;Niagara;1987-01-01;12590860
BRANCAS E ROSADAS;br_Niagara;Niagara;1988-01-01;18884834
BRANCAS E ROSADAS;br_Niagara;Niagara;1989-01-01;17211883
BRANCAS E ROSADAS;br_Niagara;Niagara;1990-01-01;20800524
BRANCAS E ROSADAS;br_Niagara;Niagara;1991-01-01;17234514
BRANCAS E ROSADAS;br_Niagara;Niagara;1992-01-01;12657729
BRANCAS E ROSADAS;br_Niagara;Niagara;1993-01-01;21246181
BRANCAS E ROSADAS;br_Niagara;Niagara;1994-01-01;21892480
BRANCAS E ROSADAS;br_Niagara;Niagara;1995-01-01;22138607
BRANCAS E ROSADAS;br_Niagara;Niagara;1996-01-01;14560449
BRANCAS E ROSADAS;br_Niagara;Niagara;1997-01-01;30382883
BRANCAS E ROSADAS;br_Niagara;Niagara;1998-01-01;16338939
BRANCAS E ROSADAS;br_Niagara;Niagara;1999-01-01;1467529
BRANCAS E ROSADAS;br_Niagara;Niagara;2000-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2001-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2002-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2003-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2004-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2005-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2006-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2007-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2008-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2009-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2010-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2011-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2012-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2013-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2014-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2015-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2016-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2017-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2018-01-01;0
BRANCAS E ROSADAS;br_Niagara;Niagara;2019-01-01;nd
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1970-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1971-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1972-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1973-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1974-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1975-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1976-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1977-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1978-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1979-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1980-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1981-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1982-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1983-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1984-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1985-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1986-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1987-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1988-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1989-01-01;245263
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1990-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1991-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1992-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1993-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1994-01-01;94323
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1995-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1996-01-01;15406
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1997-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1998-01-01;0
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;1999-01-01;26743235
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2000-01-01;29969046
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2001-01-01;34145485
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2002-01-01;36195634
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2003-01-01;31185522
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2004-01-01;41747941
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2005-01-01;37394435
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2006-01-01;32398672
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2007-01-01;33749294
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2008-01-01;43629972
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2009-01-01;30822840
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2010-01-01;35971072
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2011-01-01;47581756
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2012-01-01;47325170
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2013-01-01;37574776
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2014-01-01;27973518
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2015-01-01;50329681
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2016-01-01;12925747
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2017-01-01;30802497
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2018-01-01;42948315
BRANCAS E ROSADAS;br_NiagaraBranca;Niagara Branca;2019-01-01;nd
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1970-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1971-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1972-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1973-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1974-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1975-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1976-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1977-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1978-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1979-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1980-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1981-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1982-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1983-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1984-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1985-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1986-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1987-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1988-01-01;0
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1989-01-01;118763
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1990-01-01;477502
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1991-01-01;245082
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1992-01-01;388417
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1993-01-01;919565
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1994-01-01;1552087
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1995-01-01;1454485
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1996-01-01;1391996
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1997-01-01;6321306
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1998-01-01;4312102
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;1999-01-01;5387168
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2000-01-01;10125596
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2001-01-01;16150486
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2002-01-01;10417448
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2003-01-01;9527834
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2004-01-01;12632861
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2005-01-01;12605714
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2006-01-01;8736346
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2007-01-01;10383783
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2008-01-01;14753481
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2009-01-01;9975809
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2010-01-01;12553768
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2011-01-01;14831369
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2012-01-01;14040879
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2013-01-01;10312310
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2014-01-01;9552430
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2015-01-01;15706093
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2016-01-01;4236495
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2017-01-01;11464265
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2018-01-01;12308714
BRANCAS E ROSADAS;br_NiagaraRosada;Niagara Rosada;2019-01-01;nd
BRANCAS E ROSADAS;br_Poloske;Poloske;1970-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1971-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1972-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1973-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1974-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1975-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1976-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1977-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1978-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1979-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1980-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1981-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1982-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1983-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1984-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1985-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1986-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1987-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1988-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1989-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1990-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1991-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1992-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1993-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1994-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1995-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1996-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1997-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1998-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;1999-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2000-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2001-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2002-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2003-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2004-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2005-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2006-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2007-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2008-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2009-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2010-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2011-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2012-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2013-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2014-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2015-01-01;0
BRANCAS E ROSADAS;br_Poloske;Poloske;2016-01-01;2250
BRANCAS E ROSADAS;br_Poloske;Poloske;2017-01-01;12100
BRANCAS E ROSADAS;br_Poloske;Poloske;2018-01-01;11180
BRANCAS E ROSADAS;br_Poloske;Poloske;2019-01-01;nd
BRANCAS E ROSADAS;br_Seleções;Seleções;1970-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1971-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1972-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1973-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1974-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1975-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1976-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1977-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1978-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1979-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1980-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1981-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1982-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1983-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1984-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1985-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1986-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1987-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1988-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1989-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1990-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1991-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1992-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1993-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1994-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1995-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1996-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1997-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1998-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;1999-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2000-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2001-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2002-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2003-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2004-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2005-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2006-01-01;2360
BRANCAS E ROSADAS;br_Seleções;Seleções;2007-01-01;5370
BRANCAS E ROSADAS;br_Seleções;Seleções;2008-01-01;4280
BRANCAS E ROSADAS;br_Seleções;Seleções;2009-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2010-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2011-01-01;2022
BRANCAS E ROSADAS;br_Seleções;Seleções;2012-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2013-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2014-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2015-01-01;1500
BRANCAS E ROSADAS;br_Seleções;Seleções;2016-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2017-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2018-01-01;0
BRANCAS E ROSADAS;br_Seleções;Seleções;2019-01-01;nd
BRANCAS E ROSADAS;br_SeyveVillard;Seyve Villard;1970-01-01;0
