classe;control;cultivar;ano;kg
TINTAS;ti_Tempranillo;Tempranillo;2008-01-01;241017
TINTAS;ti_Tempranillo;Tempranillo;2009-01-01;242484
TINTAS;ti_Tempranillo;Tempranillo;2010-01-01;63526
TINTAS;ti_Tempranillo;Tempranillo;2011-01-01;256836
TINTAS;ti_Tempranillo;Tempranillo;2012-01-01;283929
TINTAS;ti_Tempranillo;Tempranillo;2013-01-01;219163
TINTAS;ti_Tempranillo;Tempranillo;2014-01-01;119398
TINTAS;ti_Tempranillo;Tempranillo;2015-01-01;182579
TINTAS;ti_Tempranillo;Tempranillo;2016-01-01;210551
TINTAS;ti_Tempranillo;Tempranillo;2017-01-01;357637
TINTAS;ti_Tempranillo;Tempranillo;2018-01-01;278456
TINTAS;ti_Tempranillo;Tempranillo;2019-01-01;nd
TINTAS;ti_Teroldego;Teroldego;1970-01-01;0
TINTAS;ti_Teroldego;Teroldego;1971-01-01;0
TINTAS;ti_Teroldego;Teroldego;1972-01-01;0
TINTAS;ti_Teroldego;Teroldego;1973-01-01;0
TINTAS;ti_Teroldego;Teroldego;1974-01-01;0
TINTAS;ti_Teroldego;Teroldego;1975-01-01;0
TINTAS;ti_Teroldego;Teroldego;1976-01-01;0
TINTAS;ti_Teroldego;Teroldego;1977-01-01;0
TINTAS;ti_Teroldego;Teroldego;1978-01-01;0
TINTAS;ti_Teroldego;Teroldego;1979-01-01;0
TINTAS;ti_Teroldego;Teroldego;1980-01-01;0
TINTAS;ti_Teroldego;Teroldego;1981-01-01;0
TINTAS;ti_Teroldego;Teroldego;1982-01-01;0
TINTAS;ti_Teroldego;Teroldego;1983-01-01;0
TINTAS;ti_Teroldego;Teroldego;1984-01-01;0
TINTAS;ti_Teroldego;Teroldego;1985-01-01;0
TINTAS;ti_Teroldego;Teroldego;1986-01-01;0
TINTAS;ti_Teroldego;Teroldego;1987-01-01;0
TINTAS;ti_Teroldego;Teroldego;1988-01-01;0
TINTAS;ti_Teroldego;Teroldego;1989-01-01;0
TINTAS;ti_Teroldego;Teroldego;1990-01-01;0
TINTAS;ti_Teroldego;Teroldego;1991-01-01;0
TINTAS;ti_Teroldego;Teroldego;1992-01-01;0
TINTAS;ti_Teroldego;Teroldego;1993-01-01;0
TINTAS;ti_Teroldego;Teroldego;1994-01-01;0
TINTAS;ti_Teroldego;Teroldego;1995-01-01;0
TINTAS;ti_Teroldego;Teroldego;1996-01-01;0
TINTAS;ti_Teroldego;Teroldego;1997-01-01;0
TINTAS;ti_Teroldego;Teroldego;1998-01-01;0
TINTAS;ti_Teroldego;Teroldego;1999-01-01;0
TINTAS;ti_Teroldego;Teroldego;2000-01-01;0
TINTAS;ti_Teroldego;Teroldego;2001-01-01;0
TINTAS;ti_Teroldego;Teroldego;2002-01-01;0
TINTAS;ti_Teroldego;Teroldego;2003-01-01;0
TINTAS;ti_Teroldego;Teroldego;2004-01-01;7193
TINTAS;ti_Teroldego;Teroldego;2005-01-01;41912
TINTAS;ti_Teroldego;Teroldego;2006-01-01;51645
TINTAS;ti_Teroldego;Teroldego;2007-01-01;61659
TINTAS;ti_Teroldego;Teroldego;2008-01-01;69876
TINTAS;ti_Teroldego;Teroldego;2009-01-01;105372
TINTAS;ti_Teroldego;Teroldego;2010-01-01;68593
TINTAS;ti_Teroldego;Teroldego;2011-01-01;179095
TINTAS;ti_Teroldego;Teroldego;2012-01-01;157368
TINTAS;ti_Teroldego;Teroldego;2013-01-01;124542
TINTAS;ti_Teroldego;Teroldego;2014-01-01;87820
TINTAS;ti_Teroldego;Teroldego;2015-01-01;97455
TINTAS;ti_Teroldego;Teroldego;2016-01-01;34019
TINTAS;ti_Teroldego;Teroldego;2017-01-01;87034
TINTAS;ti_Teroldego;Teroldego;2018-01-01;77625
TINTAS;ti_Teroldego;Teroldego;2019-01-01;nd
TINTAS;ti_Torrontes;Torrontes;1970-01-01;0
TINTAS;ti_Torrontes;Torrontes;1971-01-01;0
TINTAS;ti_Torrontes;Torrontes;1972-01-01;0
TINTAS;ti_Torrontes;Torrontes;1973-01-01;0
TINTAS;ti_Torrontes;Torrontes;1974-01-01;0
TINTAS;ti_Torrontes;Torrontes;1975-01-01;0
TINTAS;ti_Torrontes;Torrontes;1976-01-01;0
TINTAS;ti_Torrontes;Torrontes;1977-01-01;0
TINTAS;ti_Torrontes;Torrontes;1978-01-01;0
TINTAS;ti_Torrontes;Torrontes;1979-01-01;0
TINTAS;ti_Torrontes;Torrontes;1980-01-01;0
TINTAS;ti_Torrontes;Torrontes;1981-01-01;0
TINTAS;ti_Torrontes;Torrontes;1982-01-01;0
TINTAS;ti_Torrontes;Torrontes;1983-01-01;0
TINTAS;ti_Torrontes;Torrontes;1984-01-01;0
TINTAS;ti_Torrontes;Torrontes;1985-01-01;0
TINTAS;ti_Torrontes;Torrontes;1986-01-01;0
TINTAS;ti_Torrontes;Torrontes;1987-01-01;0
TINTAS;ti_Torrontes;Torrontes;1988-01-01;0
TINTAS;ti_Torrontes;Torrontes;1989-01-01;0
TINTAS;ti_Torrontes;Torrontes;1990-01-01;0
TINTAS;ti_Torrontes;Torrontes;1991-01-01;0
TINTAS;ti_Torrontes;Torrontes;1992-01-01;0
TINTAS;ti_Torrontes;Torrontes;1993-01-01;0
TINTAS;ti_Torrontes;Torrontes;1994-01-01;0
TINTAS;ti_Torrontes;Torrontes;1995-01-01;0
TINTAS;ti_Torrontes;Torrontes;1996-01-01;0
TINTAS;ti_Torrontes;Torrontes;1997-01-01;0
TINTAS;ti_Torrontes;Torrontes;1998-01-01;0
TINTAS;ti_Torrontes;Torrontes;1999-01-01;0
TINTAS;ti_Torrontes;Torrontes;2000-01-01;0
TINTAS;ti_Torrontes;Torrontes;2001-01-01;0
TINTAS;ti_Torrontes;Torrontes;2002-01-01;0
TINTAS;ti_Torrontes;Torrontes;2003-01-01;0
TINTAS;ti_Torrontes;Torrontes;2004-01-01;0
TINTAS;ti_Torrontes;Torrontes;2005-01-01;0
TINTAS;ti_Torrontes;Torrontes;2006-01-01;0
TINTAS;ti_Torrontes;Torrontes;2007-01-01;0
TINTAS;ti_Torrontes;Torrontes;2008-01-01;0
TINTAS;ti_Torrontes;Torrontes;2009-01-01;0
TINTAS;ti_Torrontes;Torrontes;2010-01-01;0
TINTAS;ti_Torrontes;Torrontes;2011-01-01;0
TINTAS;ti_Torrontes;Torrontes;2012-01-01;4300
TINTAS;ti_Torrontes;Torrontes;2013-01-01;3090
TINTAS;ti_Torrontes;Torrontes;2014-01-01;9580
TINTAS;ti_Torrontes;Torrontes;2015-01-01;10070
TINTAS;ti_Torrontes;Torrontes;2016-01-01;1490
TINTAS;ti_Torrontes;Torrontes;2017-01-01;14630
TINTAS;ti_Torrontes;Torrontes;2018-01-01;16350
TINTAS;ti_Torrontes;Torrontes;2019-01-01;nd
TINTAS;ti_Tinta Barroca;Tinta Barroca;1970-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1971-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1972-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1973-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1974-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1975-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1976-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1977-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1978-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1979-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1980-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1981-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1982-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1983-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1984-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1985-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1986-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1987-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1988-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1989-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1990-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1991-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1992-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1993-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1994-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1995-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1996-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1997-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1998-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;1999-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2000-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2001-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2002-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2003-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2004-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2005-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2006-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2007-01-01;6520
TINTAS;ti_Tinta Barroca;Tinta Barroca;2008-01-01;12870
TINTAS;ti_Tinta Barroca;Tinta Barroca;2009-01-01;6710
TINTAS;ti_Tinta Barroca;Tinta Barroca;2010-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2011-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2012-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2013-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2014-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2015-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2016-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2017-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2018-01-01;0
TINTAS;ti_Tinta Barroca;Tinta Barroca;2019-01-01;nd
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1970-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1971-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1972-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1973-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1974-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1975-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1976-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1977-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1978-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1979-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1980-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1981-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1982-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1983-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1984-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1985-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1986-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1987-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1988-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1989-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1990-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1991-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1992-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1993-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1994-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1995-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1996-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1997-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1998-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;1999-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2000-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2001-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2002-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2003-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2004-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2005-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2006-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2007-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2008-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2009-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2010-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2011-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2012-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2013-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2014-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2015-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2016-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2017-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2018-01-01;0
TINTAS;ti_Tinta Roriz ;Tinta Roriz ;2019-01-01;nd
TINTAS;ti_Touriga Francesa;Touriga Francesa;1970-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1971-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1972-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1973-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1974-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1975-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1976-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1977-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1978-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1979-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1980-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1981-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1982-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1983-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1984-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1985-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1986-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1987-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1988-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1989-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1990-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1991-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1992-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1993-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1994-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1995-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1996-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1997-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1998-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;1999-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2000-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2001-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2002-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2003-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2004-01-01;6775
TINTAS;ti_Touriga Francesa;Touriga Francesa;2005-01-01;4680
TINTAS;ti_Touriga Francesa;Touriga Francesa;2006-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2007-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2008-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2009-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2010-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2011-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2012-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2013-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2014-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2015-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2016-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2017-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2018-01-01;0
TINTAS;ti_Touriga Francesa;Touriga Francesa;2019-01-01;nd
TINTAS;ti_Touriga Nacional;Touriga Nacional;1970-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1971-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1972-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1973-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1974-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1975-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1976-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1977-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1978-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1979-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1980-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1981-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1982-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1983-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1984-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1985-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1986-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1987-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1988-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1989-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1990-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1991-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1992-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1993-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1994-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1995-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1996-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1997-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1998-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;1999-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;2000-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;2001-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;2002-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;2003-01-01;0
TINTAS;ti_Touriga Nacional;Touriga Nacional;2004-01-01;26448
TINTAS;ti_Touriga Nacional;Touriga Nacional;2005-01-01;52099
TINTAS;ti_Touriga Nacional;Touriga Nacional;2006-01-01;42376
TINTAS;ti_Touriga Nacional;Touriga Nacional;2007-01-01;127462
TINTAS;ti_Touriga Nacional;Touriga Nacional;2008-01-01;101376
TINTAS;ti_Touriga Nacional;Touriga Nacional;2009-01-01;131833
TINTAS;ti_Touriga Nacional;Touriga Nacional;2010-01-01;97629
TINTAS;ti_Touriga Nacional;Touriga Nacional;2011-01-01;189928
TINTAS;ti_Touriga Nacional;Touriga Nacional;2012-01-01;133820
TINTAS;ti_Touriga Nacional;Touriga Nacional;2013-01-01;136565
TINTAS;ti_Touriga Nacional;Touriga Nacional;2014-01-01;86460
TINTAS;ti_Touriga Nacional;Touriga Nacional;2015-01-01;136611
TINTAS;ti_Touriga Nacional;Touriga Nacional;2016-01-01;53552
TINTAS;ti_Touriga Nacional;Touriga Nacional;2017-01-01;108245
TINTAS;ti_Touriga Nacional;Touriga Nacional;2018-01-01;122015
TINTAS;ti_Touriga Nacional;Touriga Nacional;2019-01-01;nd
TINTAS;ti_Tinta Madeira;Tinta Madeira;1970-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1971-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1972-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1973-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1974-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1975-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1976-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1977-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1978-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1979-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1980-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1981-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1982-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1983-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1984-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1985-01-01;2508
TINTAS;ti_Tinta Madeira;Tinta Madeira;1986-01-01;1733
TINTAS;ti_Tinta Madeira;Tinta Madeira;1987-01-01;179
TINTAS;ti_Tinta Madeira;Tinta Madeira;1988-01-01;1493
TINTAS;ti_Tinta Madeira;Tinta Madeira;1989-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1990-01-01;54
TINTAS;ti_Tinta Madeira;Tinta Madeira;1991-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1992-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1993-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1994-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1995-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1996-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1997-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1998-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;1999-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2000-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2001-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2002-01-01;1300
TINTAS;ti_Tinta Madeira;Tinta Madeira;2003-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2004-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2005-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2006-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2007-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2008-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2009-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2010-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2011-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2012-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2013-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2014-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2015-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2016-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2017-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2018-01-01;0
TINTAS;ti_Tinta Madeira;Tinta Madeira;2019-01-01;nd
TINTAS;ti_Tintoria;Tintoria;1970-01-01;0
TINTAS;ti_Tintoria;Tintoria;1971-01-01;0
TINTAS;ti_Tintoria;Tintoria;1972-01-01;0
TINTAS;ti_Tintoria;Tintoria;1973-01-01;0
TINTAS;ti_Tintoria;Tintoria;1974-01-01;0
TINTAS;ti_Tintoria;Tintoria;1975-01-01;0
TINTAS;ti_Tintoria;Tintoria;1976-01-01;0
TINTAS;ti_Tintoria;Tintoria;1977-01-01;0
TINTAS;ti_Tintoria;Tintoria;1978-01-01;0
TINTAS;ti_Tintoria;Tintoria;1979-01-01;0
TINTAS;ti_Tintoria;Tintoria;1980-01-01;0
TINTAS;ti_Tintoria;Tintoria;1981-01-01;0
TINTAS;ti_Tintoria;Tintoria;1982-01-01;0
TINTAS;ti_Tintoria;Tintoria;1983-01-01;0
TINTAS;ti_Tintoria;Tintoria;1984-01-01;0
TINTAS;ti_Tintoria;Tintoria;1985-01-01;21260
TINTAS;ti_Tintoria;Tintoria;1986-01-01;0
TINTAS;ti_Tintoria;Tintoria;1987-01-01;14930
TINTAS;ti_Tintoria;Tintoria;1988-01-01;0
TINTAS;ti_Tintoria;Tintoria;1989-01-01;0
TINTAS;ti_Tintoria;Tintoria;1990-01-01;14526
TINTAS;ti_Tintoria;Tintoria;1991-01-01;7218
TINTAS;ti_Tintoria;Tintoria;1992-01-01;0
TINTAS;ti_Tintoria;Tintoria;1993-01-01;0
TINTAS;ti_Tintoria;Tintoria;1994-01-01;0
TINTAS;ti_Tintoria;Tintoria;1995-01-01;0
TINTAS;ti_Tintoria;Tintoria;1996-01-01;3035
TINTAS;ti_Tintoria;Tintoria;1997-01-01;0
TINTAS;ti_Tintoria;Tintoria;1998-01-01;0
TINTAS;ti_Tintoria;Tintoria;1999-01-01;0
TINTAS;ti_Tintoria;Tintoria;2000-01-01;0
TINTAS;ti_Tintoria;Tintoria;2001-01-01;0
TINTAS;ti_Tintoria;Tintoria;2002-01-01;0
TINTAS;ti_Tintoria;Tintoria;2003-01-01;0
TINTAS;ti_Tintoria;Tintoria;2004-01-01;0
TINTAS;ti_Tintoria;Tintoria;2005-01-01;0
TINTAS;ti_Tintoria;Tintoria;2006-01-01;0
TINTAS;ti_Tintoria;Tintoria;2007-01-01;0
TINTAS;ti_Tintoria;Tintoria;2008-01-01;0
TINTAS;ti_Tintoria;Tintoria;2009-01-01;0
TINTAS;ti_Tintoria;Tintoria;2010-01-01;0
TINTAS;ti_Tintoria;Tintoria;2011-01-01;0
TINTAS;ti_Tintoria;Tintoria;2012-01-01;0
TINTAS;ti_Tintoria;Tintoria;2013-01-01;0
TINTAS;ti_Tintoria;Tintoria;2014-01-01;0
TINTAS;ti_Tintoria;Tintoria;2015-01-01;0
TINTAS;ti_Tintoria;Tintoria;2016-01-01;0
