classe;control;produto;ano;litros
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2015-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2016-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2017-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2018-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2019-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2020-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2021-01-01;0
SUCO DE UVAS;su_Suco_Adoçado;  Suco Adoçado;2022-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1970-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1971-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1972-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1973-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1974-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1975-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1976-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1977-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1978-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1979-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1980-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1981-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1982-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1983-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1984-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1985-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1986-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1987-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1988-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1989-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1990-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1991-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1992-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1993-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1994-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1995-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1996-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1997-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1998-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;1999-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2000-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2001-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2002-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2003-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2004-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2005-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2006-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2007-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2008-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2009-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2010-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2011-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2012-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2013-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2014-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2015-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2016-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2017-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2018-01-01;0
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2019-01-01;7759932
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2020-01-01;22066742
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2021-01-01;26136089
SUCO DE UVAS;su_Suco_Reprocessado;  Suco Reprocessado/reconstituido;2022-01-01;35139154
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1970-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1971-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1972-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1973-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1974-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1975-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1976-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1977-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1978-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1979-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1980-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1981-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1982-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1983-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1984-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1985-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1986-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1987-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1988-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1989-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1990-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1991-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1992-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1993-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1994-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1995-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1996-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1997-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1998-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;1999-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2000-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2001-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2002-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2003-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2004-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2005-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2006-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2007-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2008-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2009-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2010-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2011-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2012-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2013-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2014-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2015-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2016-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2017-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2018-01-01;0
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2019-01-01;416849
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2020-01-01;553391
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2021-01-01;902299
SUCO DE UVAS;su_Suco_Orgânico;  Suco Orgânico;2022-01-01;1002685
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1970-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1971-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1972-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1973-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1974-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1975-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1976-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1977-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1978-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1979-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1980-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1981-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1982-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1983-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1984-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1985-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1986-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1987-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1988-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1989-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1990-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1991-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1992-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1993-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1994-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1995-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1996-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1997-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1998-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;1999-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2000-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2001-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2002-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2003-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2004-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2005-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2006-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2007-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2008-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2009-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2010-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2011-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2012-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2013-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2014-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2015-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2016-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2017-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2018-01-01;0
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2019-01-01;8102151
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2020-01-01;7815879
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2021-01-01;5541100
SUCO DE UVAS;su_Outros_sucos;  Outros sucos de uvas;2022-01-01;5588403
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1970-01-01;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1971-01-01;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1972-01-01;59044
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1973-01-01;1951966
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1974-01-01;1619428
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1975-01-01;768401
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1976-01-01;1467883
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1977-01-01;2444089
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1978-01-01;2454178
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1979-01-01;2751886
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1980-01-01;4142363
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1981-01-01;3064156
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1982-01-01;3148110
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1983-01-01;3447837
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1984-01-01;3923167
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1985-01-01;5736808
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1986-01-01;7553410
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1987-01-01;5969562
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1988-01-01;5656096
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1989-01-01;6716197
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1990-01-01;8211959
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1991-01-01;7311205
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1992-01-01;10607336
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1993-01-01;12178160
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1994-01-01;10005084
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1995-01-01;11029248
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1996-01-01;11625777
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1997-01-01;16724519
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1998-01-01;13944137
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1999-01-01;16261806
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2000-01-01;15315971
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2001-01-01;14704091
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2002-01-01;16499202
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2003-01-01;15246651
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2004-01-01;19218964
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2005-01-01;23221898
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2006-01-01;23228388
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2007-01-01;25603588
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2008-01-01;27880465
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2009-01-01;31861857
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2010-01-01;30827991
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2011-01-01;34892316
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2012-01-01;33529324
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2013-01-01;38369914
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2014-01-01;39359935
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2015-01-01;34923477
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2016-01-01;28859784
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2017-01-01;26815645
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2018-01-01;23572263
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2019-01-01;28721470
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2020-01-01;22422414
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2021-01-01;26730942
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;2022-01-01;33632834
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1970-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1971-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1972-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1973-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1974-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1975-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1976-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1977-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1978-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1979-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1980-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1981-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1982-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1983-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1984-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1985-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1986-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1987-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1988-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1989-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1990-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1991-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1992-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1993-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1994-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1995-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1996-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1997-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1998-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1999-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2000-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2001-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2002-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2003-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2004-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2005-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2006-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2007-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2008-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2009-01-01;0
OUTROS PRODUTOS COMERCIALIZADOS;ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);2010-01-01;0
