classe;pais;ano;kg;valor
Uvas Frescas;Panama;1974-01-01;0;0
Uvas Frescas;Panama;1975-01-01;0;0
Uvas Frescas;Panama;1976-01-01;0;0
Uvas Frescas;Panama;1977-01-01;0;0
Uvas Frescas;Panama;1978-01-01;0;0
Uvas Frescas;Panama;1979-01-01;0;0
Uvas Frescas;Panama;1980-01-01;0;0
Uvas Frescas;Panama;1981-01-01;0;0
Uvas Frescas;Panama;1982-01-01;0;0
Uvas Frescas;Panama;1983-01-01;0;0
Uvas Frescas;Panama;1984-01-01;0;0
Uvas Frescas;Panama;1985-01-01;0;0
Uvas Frescas;Panama;1986-01-01;0;0
Uvas Frescas;Panama;1987-01-01;0;0
Uvas Frescas;Panama;1988-01-01;0;0
Uvas Frescas;Panama;1989-01-01;0;0
Uvas Frescas;Panama;1990-01-01;0;0
Uvas Frescas;Panama;1991-01-01;0;0
Uvas Frescas;Panama;1992-01-01;0;0
Uvas Frescas;Panama;1993-01-01;0;0
Uvas Frescas;Panama;1994-01-01;0;0
Uvas Frescas;Panama;1995-01-01;0;0
Uvas Frescas;Panama;1996-01-01;0;0
Uvas Frescas;Panama;1997-01-01;0;0
Uvas Frescas;Panama;1998-01-01;0;0
Uvas Frescas;Panama;1999-01-01;0;0
Uvas Frescas;Panama;2000-01-01;0;0
Uvas Frescas;Panama;2001-01-01;0;0
Uvas Frescas;Panama;2002-01-01;0;0
Uvas Frescas;Panama;2003-01-01;0;0
Uvas Frescas;Panama;2004-01-01;0;0
Uvas Frescas;Panama;2005-01-01;0;0
Uvas Frescas;Panama;2006-01-01;0;0
Uvas Frescas;Panama;2007-01-01;0;0
Uvas Frescas;Panama;2008-01-01;0;0
Uvas Frescas;Panama;2009-01-01;0;0
Uvas Frescas;Panama;2010-01-01;0;0
Uvas Frescas;Panama;2011-01-01;0;0
Uvas Frescas;Panama;2012-01-01;0;0
Uvas Frescas;Panama;2013-01-01;0;0
Uvas Frescas;Panama;2014-01-01;0;0
Uvas Frescas;Panama;2015-01-01;0;0
Uvas Frescas;Panama;2016-01-01;0;0
Uvas Frescas;Panama;2017-01-01;0;0
Uvas Frescas;Panama;2018-01-01;0;0
Uvas Frescas;Panama;2019-01-01;0;0
Uvas Frescas;Reino Unido;1971-01-01;0;0
Uvas Frescas;Reino Unido;1972-01-01;120;85
Uvas Frescas;Reino Unido;1973-01-01;0;0
Uvas Frescas;Reino Unido;1974-01-01;0;0
Uvas Frescas;Reino Unido;1975-01-01;0;0
Uvas Frescas;Reino Unido;1976-01-01;0;0
Uvas Frescas;Reino Unido;1977-01-01;0;0
Uvas Frescas;Reino Unido;1978-01-01;0;0
Uvas Frescas;Reino Unido;1979-01-01;0;0
Uvas Frescas;Reino Unido;1980-01-01;0;0
Uvas Frescas;Reino Unido;1981-01-01;0;0
Uvas Frescas;Reino Unido;1982-01-01;0;0
Uvas Frescas;Reino Unido;1983-01-01;0;0
Uvas Frescas;Reino Unido;1984-01-01;0;0
Uvas Frescas;Reino Unido;1985-01-01;0;0
Uvas Frescas;Reino Unido;1986-01-01;0;0
Uvas Frescas;Reino Unido;1987-01-01;0;0
Uvas Frescas;Reino Unido;1988-01-01;0;0
Uvas Frescas;Reino Unido;1989-01-01;0;0
Uvas Frescas;Reino Unido;1990-01-01;0;0
Uvas Frescas;Reino Unido;1991-01-01;0;0
Uvas Frescas;Reino Unido;1992-01-01;0;0
Uvas Frescas;Reino Unido;1993-01-01;0;0
Uvas Frescas;Reino Unido;1994-01-01;0;0
Uvas Frescas;Reino Unido;1995-01-01;0;0
Uvas Frescas;Reino Unido;1996-01-01;0;0
Uvas Frescas;Reino Unido;1997-01-01;0;0
Uvas Frescas;Reino Unido;1998-01-01;0;0
Uvas Frescas;Reino Unido;1999-01-01;0;0
Uvas Frescas;Reino Unido;2000-01-01;0;0
Uvas Frescas;Reino Unido;2001-01-01;0;0
Uvas Frescas;Reino Unido;2002-01-01;0;0
Uvas Frescas;Reino Unido;2003-01-01;0;0
Uvas Frescas;Reino Unido;2004-01-01;0;0
Uvas Frescas;Reino Unido;2005-01-01;0;0
Uvas Frescas;Reino Unido;2006-01-01;0;0
Uvas Frescas;Reino Unido;2007-01-01;0;0
Uvas Frescas;Reino Unido;2008-01-01;0;0
Uvas Frescas;Reino Unido;2009-01-01;0;0
Uvas Frescas;Reino Unido;2010-01-01;0;0
Uvas Frescas;Reino Unido;2011-01-01;0;0
Uvas Frescas;Reino Unido;2012-01-01;0;0
Uvas Frescas;Reino Unido;2013-01-01;0;0
Uvas Frescas;Reino Unido;2014-01-01;0;0
Uvas Frescas;Reino Unido;2015-01-01;0;0
Uvas Frescas;Reino Unido;2016-01-01;0;0
Uvas Frescas;Reino Unido;2017-01-01;0;0
Uvas Frescas;Reino Unido;2018-01-01;0;0
Uvas Frescas;Reino Unido;2019-01-01;0;0
Uvas Frescas;Uruguai;1971-01-01;0;0
Uvas Frescas;Uruguai;1972-01-01;0;0
Uvas Frescas;Uruguai;1973-01-01;6300;3020
Uvas Frescas;Uruguai;1974-01-01;0;0
Uvas Frescas;Uruguai;1975-01-01;0;0
Uvas Frescas;Uruguai;1976-01-01;0;0
Uvas Frescas;Uruguai;1977-01-01;0;0
Uvas Frescas;Uruguai;1978-01-01;0;0
Uvas Frescas;Uruguai;1979-01-01;0;0
Uvas Frescas;Uruguai;1980-01-01;0;0
Uvas Frescas;Uruguai;1981-01-01;0;0
Uvas Frescas;Uruguai;1982-01-01;0;0
Uvas Frescas;Uruguai;1983-01-01;0;0
Uvas Frescas;Uruguai;1984-01-01;0;0
Uvas Frescas;Uruguai;1985-01-01;0;0
Uvas Frescas;Uruguai;1986-01-01;0;0
Uvas Frescas;Uruguai;1987-01-01;0;0
Uvas Frescas;Uruguai;1988-01-01;0;0
Uvas Frescas;Uruguai;1989-01-01;1050000;920000
Uvas Frescas;Uruguai;1990-01-01;0;0
Uvas Frescas;Uruguai;1991-01-01;8627;8196
Uvas Frescas;Uruguai;1992-01-01;7949;7551
Uvas Frescas;Uruguai;1993-01-01;1000;872
Uvas Frescas;Uruguai;1994-01-01;3400;3720
Uvas Frescas;Uruguai;1995-01-01;16500;21450
Uvas Frescas;Uruguai;1996-01-01;23660;30150
Uvas Frescas;Uruguai;1997-01-01;26816;22656
Uvas Frescas;Uruguai;1998-01-01;25328;24952
Uvas Frescas;Uruguai;1999-01-01;9296;8130
Uvas Frescas;Uruguai;2000-01-01;1080;960
Uvas Frescas;Uruguai;2001-01-01;0;0
Uvas Frescas;Uruguai;2002-01-01;0;0
Uvas Frescas;Uruguai;2003-01-01;0;0
Uvas Frescas;Uruguai;2004-01-01;0;0
Uvas Frescas;Uruguai;2005-01-01;0;0
Uvas Frescas;Uruguai;2006-01-01;3600;2200
Uvas Frescas;Uruguai;2007-01-01;0;0
Uvas Frescas;Uruguai;2008-01-01;0;0
Uvas Frescas;Uruguai;2009-01-01;0;0
Uvas Frescas;Uruguai;2010-01-01;0;0
Uvas Frescas;Uruguai;2011-01-01;0;0
Uvas Frescas;Uruguai;2012-01-01;0;0
Uvas Frescas;Uruguai;2013-01-01;0;0
Uvas Frescas;Uruguai;2014-01-01;0;0
Uvas Frescas;Uruguai;2015-01-01;0;0
Uvas Frescas;Uruguai;2016-01-01;0;0
Uvas Frescas;Uruguai;2017-01-01;0;0
Uvas Frescas;Uruguai;2018-01-01;0;0
Uvas Frescas;Uruguai;2019-01-01;0;0
Uvas Frescas;Venezuela;1971-01-01;400;511
Uvas Frescas;Venezuela;1972-01-01;3357;7565
Uvas Frescas;Venezuela;1973-01-01;4672;9185
Uvas Frescas;Venezuela;1974-01-01;4006;6239
Uvas Frescas;Venezuela;1975-01-01;12734;20457
Uvas Frescas;Venezuela;1976-01-01;500;1168
Uvas Frescas;Venezuela;1977-01-01;0;0
Uvas Frescas;Venezuela;1978-01-01;0;0
Uvas Frescas;Venezuela;1979-01-01;0;0
Uvas Frescas;Venezuela;1980-01-01;0;0
Uvas Frescas;Venezuela;1981-01-01;0;0
Uvas Frescas;Venezuela;1982-01-01;0;0
Uvas Frescas;Venezuela;1983-01-01;0;0
Uvas Frescas;Venezuela;1984-01-01;0;0
Uvas Frescas;Venezuela;1985-01-01;0;0
Uvas Frescas;Venezuela;1986-01-01;0;0
Uvas Frescas;Venezuela;1987-01-01;0;0
Uvas Frescas;Venezuela;1988-01-01;0;0
Uvas Frescas;Venezuela;1989-01-01;0;0
Uvas Frescas;Venezuela;1990-01-01;0;0
Uvas Frescas;Venezuela;1991-01-01;0;0
Uvas Frescas;Venezuela;1992-01-01;0;0
Uvas Frescas;Venezuela;1993-01-01;750;450
Uvas Frescas;Venezuela;1994-01-01;36940;9122
Uvas Frescas;Venezuela;1995-01-01;284005;26013
Uvas Frescas;Venezuela;1996-01-01;57195;26287
Uvas Frescas;Venezuela;1997-01-01;18967;9207
Uvas Frescas;Venezuela;1998-01-01;2115;1050
Uvas Frescas;Venezuela;1999-01-01;0;0
Uvas Frescas;Venezuela;2000-01-01;0;0
Uvas Frescas;Venezuela;2001-01-01;0;0
Uvas Frescas;Venezuela;2002-01-01;0;0
Uvas Frescas;Venezuela;2003-01-01;0;0
Uvas Frescas;Venezuela;2004-01-01;0;0
Uvas Frescas;Venezuela;2005-01-01;0;0
Uvas Frescas;Venezuela;2006-01-01;0;0
Uvas Frescas;Venezuela;2007-01-01;0;0
Uvas Frescas;Venezuela;2008-01-01;0;0
Uvas Frescas;Venezuela;2009-01-01;0;0
Uvas Frescas;Venezuela;2010-01-01;0;0
Uvas Frescas;Venezuela;2011-01-01;0;0
Uvas Frescas;Venezuela;2012-01-01;0;0
Uvas Frescas;Venezuela;2013-01-01;0;0
Uvas Frescas;Venezuela;2014-01-01;0;0
Uvas Frescas;Venezuela;2015-01-01;0;0
Uvas Frescas;Venezuela;2016-01-01;0;0
Uvas Frescas;Venezuela;2017-01-01;0;0
Uvas Frescas;Venezuela;2018-01-01;0;0
Uvas Frescas;Venezuela;2019-01-01;0;0
Uvas Frescas;Nao consta na tabela;1971-01-01;0;0
Uvas Frescas;Nao consta na tabela;1972-01-01;0;0
Uvas Frescas;Nao consta na tabela;1973-01-01;0;0
Uvas Frescas;Nao consta na tabela;1974-01-01;0;0
Uvas Frescas;Nao consta na tabela;1975-01-01;0;0
Uvas Frescas;Nao consta na tabela;1976-01-01;0;0
Uvas Frescas;Nao consta na tabela;1977-01-01;0;0
Uvas Frescas;Nao consta na tabela;1978-01-01;0;0
Uvas Frescas;Nao consta na tabela;1979-01-01;0;0
Uvas Frescas;Nao consta na tabela;1980-01-01;0;0
Uvas Frescas;Nao consta na tabela;1981-01-01;0;0
Uvas Frescas;Nao consta na tabela;1982-01-01;0;0
Uvas Frescas;Nao consta na tabela;1983-01-01;0;0
Uvas Frescas;Nao consta na tabela;1984-01-01;0;0
Uvas Frescas;Nao consta na tabela;1985-01-01;0;0
Uvas Frescas;Nao consta na tabela;1986-01-01;0;0
Uvas Frescas;Nao consta na tabela;1987-01-01;0;0
Uvas Frescas;Nao consta na tabela;1988-01-01;0;0
Uvas Frescas;Nao consta na tabela;1989-01-01;0;0
Uvas Frescas;Nao consta na tabela;1990-01-01;0;0
Uvas Frescas;Nao consta na tabela;1991-01-01;0;0
Uvas Frescas;Nao consta na tabela;1992-01-01;0;0
Uvas Frescas;Nao consta na tabela;1993-01-01;0;0
Uvas Frescas;Nao consta na tabela;1994-01-01;0;0
Uvas Frescas;Nao consta na tabela;1995-01-01;0;0
Uvas Frescas;Nao consta na tabela;1996-01-01;17722;14976
Uvas Frescas;Nao consta na tabela;1997-01-01;0;0
Uvas Frescas;Nao consta na tabela;1998-01-01;0;0
Uvas Frescas;Nao consta na tabela;1999-01-01;0;0
Uvas Frescas;Nao consta na tabela;2000-01-01;0;0
Uvas Frescas;Nao consta na tabela;2001-01-01;0;0
Uvas Frescas;Nao consta na tabela;2002-01-01;0;0
Uvas Frescas;Nao consta na tabela;2003-01-01;0;0
Uvas Frescas;Nao consta na tabela;2004-01-01;0;0
Uvas Frescas;Nao consta na tabela;2005-01-01;0;0
Uvas Frescas;Nao consta na tabela;2006-01-01;0;0
Uvas Frescas;Nao consta na tabela;2007-01-01;0;0
Uvas Frescas;Nao consta na tabela;2008-01-01;0;0
Uvas Frescas;Nao consta na tabela;2009-01-01;0;0
Uvas Frescas;Nao consta na tabela;2010-01-01;0;0
Uvas Frescas;Nao consta na tabela;2011-01-01;0;0
Uvas Frescas;Nao consta na tabela;2012-01-01;0;0
Uvas Frescas;Nao consta na tabela;2013-01-01;0;0
Uvas Frescas;Nao consta na tabela;2014-01-01;0;0
Uvas Frescas;Nao consta na tabela;2015-01-01;0;0
Uvas Frescas;Nao consta na tabela;2016-01-01;0;0
Uvas Frescas;Nao consta na tabela;2017-01-01;0;0
Uvas Frescas;Nao consta na tabela;2018-01-01;0;0
Uvas Frescas;Nao consta na tabela;2019-01-01;0;0
Uvas Frescas;Outros;1971-01-01;0;0
Uvas Frescas;Outros;1972-01-01;0;0
Uvas Frescas;Outros;1973-01-01;0;0
Uvas Frescas;Outros;1974-01-01;0;0
Uvas Frescas;Outros;1975-01-01;0;0
Uvas Frescas;Outros;1976-01-01;0;0
Uvas Frescas;Outros;1977-01-01;0;0
Uvas Frescas;Outros;1978-01-01;0;0
Uvas Frescas;Outros;1979-01-01;0;0
Uvas Frescas;Outros;1980-01-01;0;0
Uvas Frescas;Outros;1981-01-01;0;0
Uvas Frescas;Outros;1982-01-01;0;0
Uvas Frescas;Outros;1983-01-01;0;0
Uvas Frescas;Outros;1984-01-01;0;0
Uvas Frescas;Outros;1985-01-01;0;0
Uvas Frescas;Outros;1986-01-01;0;0
Uvas Frescas;Outros;1987-01-01;0;0
Uvas Frescas;Outros;1988-01-01;0;0
Uvas Frescas;Outros;1989-01-01;0;0
Uvas Frescas;Outros;1990-01-01;0;0
Uvas Frescas;Outros;1991-01-01;0;0
Uvas Frescas;Outros;1992-01-01;0;0
Uvas Frescas;Outros;1993-01-01;13716;22020
Uvas Frescas;Outros;1994-01-01;0;0
Uvas Frescas;Outros;1995-01-01;3616;3638
Uvas Frescas;Outros;1996-01-01;79;250
Uvas Frescas;Outros;1997-01-01;162376;41074
Uvas Frescas;Outros;1998-01-01;0;0
Uvas Frescas;Outros;1999-01-01;0;0
Uvas Frescas;Outros;2000-01-01;0;0
Uvas Frescas;Outros;2001-01-01;0;0
Uvas Frescas;Outros;2002-01-01;0;0
Uvas Frescas;Outros;2003-01-01;0;0
Uvas Frescas;Outros;2004-01-01;0;0
Uvas Frescas;Outros;2005-01-01;0;0
Uvas Frescas;Outros;2006-01-01;0;0
Uvas Frescas;Outros;2007-01-01;0;0
Uvas Frescas;Outros;2008-01-01;0;0
Uvas Frescas;Outros;2009-01-01;0;0
Uvas Frescas;Outros;2010-01-01;0;0
Uvas Frescas;Outros;2011-01-01;0;0
Uvas Frescas;Outros;2012-01-01;0;0
Uvas Frescas;Outros;2013-01-01;0;0
Uvas Frescas;Outros;2014-01-01;0;0
Uvas Frescas;Outros;2015-01-01;0;0
Uvas Frescas;Outros;2016-01-01;0;0
Uvas Frescas;Outros;2017-01-01;0;0
Uvas Frescas;Outros;2018-01-01;0;0
Uvas Frescas;Outros;2019-01-01;0;0
Uvas Passas;Afeganistao;1971-01-01;0;0
Uvas Passas;Afeganistao;1972-01-01;0;0
Uvas Passas;Afeganistao;1973-01-01;0;0
Uvas Passas;Afeganistao;1974-01-01;0;0
Uvas Passas;Afeganistao;1975-01-01;0;0
Uvas Passas;Afeganistao;1976-01-01;0;0
Uvas Passas;Afeganistao;1977-01-01;0;0
Uvas Passas;Afeganistao;1978-01-01;0;0
Uvas Passas;Afeganistao;1979-01-01;0;0
Uvas Passas;Afeganistao;1980-01-01;0;0
Uvas Passas;Afeganistao;1981-01-01;0;0
Uvas Passas;Afeganistao;1982-01-01;0;0
Uvas Passas;Afeganistao;1983-01-01;0;0
Uvas Passas;Afeganistao;1984-01-01;0;0
Uvas Passas;Afeganistao;1985-01-01;0;0
Uvas Passas;Afeganistao;1986-01-01;0;0
Uvas Passas;Afeganistao;1987-01-01;0;0
Uvas Passas;Afeganistao;1988-01-01;0;0
Uvas Passas;Afeganistao;1989-01-01;0;0
Uvas Passas;Afeganistao;1990-01-01;0;0
Uvas Passas;Afeganistao;1991-01-01;0;0
Uvas Passas;Afeganistao;1992-01-01;0;0
Uvas Passas;Afeganistao;1993-01-01;0;0
Uvas Passas;Afeganistao;1994-01-01;0;0
Uvas Passas;Afeganistao;1995-01-01;0;0
Uvas Passas;Afeganistao;1996-01-01;0;0
Uvas Passas;Afeganistao;1997-01-01;0;0
Uvas Passas;Afeganistao;1998-01-01;0;0
Uvas Passas;Afeganistao;1999-01-01;0;0
Uvas Passas;Afeganistao;2000-01-01;0;0
Uvas Passas;Afeganistao;2001-01-01;0;0
Uvas Passas;Afeganistao;2002-01-01;0;0
Uvas Passas;Afeganistao;2003-01-01;0;0
Uvas Passas;Afeganistao;2004-01-01;0;0
Uvas Passas;Afeganistao;2005-01-01;0;0
Uvas Passas;Afeganistao;2006-01-01;0;0
Uvas Passas;Afeganistao;2007-01-01;0;0
Uvas Passas;Afeganistao;2008-01-01;0;0
Uvas Passas;Afeganistao;2009-01-01;0;0
Uvas Passas;Afeganistao;2010-01-01;18000;28050
Uvas Passas;Afeganistao;2011-01-01;400000;669059
Uvas Passas;Afeganistao;2012-01-01;0;0
Uvas Passas;Afeganistao;2013-01-01;18000;32600
Uvas Passas;Afeganistao;2014-01-01;456000;789790
Uvas Passas;Afeganistao;2015-01-01;125000;179545
Uvas Passas;Afeganistao;2016-01-01;0;0
Uvas Passas;Afeganistao;2017-01-01;0;0
Uvas Passas;Afeganistao;2018-01-01;0;0
Uvas Passas;Afeganistao;2019-01-01;40000;65452
Uvas Passas;Africa do Sul;1971-01-01;0;0
Uvas Passas;Africa do Sul;1972-01-01;0;0
Uvas Passas;Africa do Sul;1973-01-01;0;0
Uvas Passas;Africa do Sul;1974-01-01;0;0
Uvas Passas;Africa do Sul;1975-01-01;72000;54360
Uvas Passas;Africa do Sul;1976-01-01;0;0
Uvas Passas;Africa do Sul;1977-01-01;0;0
Uvas Passas;Africa do Sul;1978-01-01;0;0
Uvas Passas;Africa do Sul;1979-01-01;0;0
Uvas Passas;Africa do Sul;1980-01-01;0;0
Uvas Passas;Africa do Sul;1981-01-01;0;0
Uvas Passas;Africa do Sul;1982-01-01;0;0
Uvas Passas;Africa do Sul;1983-01-01;0;0
Uvas Passas;Africa do Sul;1984-01-01;0;0
Uvas Passas;Africa do Sul;1985-01-01;0;0
Uvas Passas;Africa do Sul;1986-01-01;0;0
Uvas Passas;Africa do Sul;1987-01-01;0;0
Uvas Passas;Africa do Sul;1988-01-01;0;0
Uvas Passas;Africa do Sul;1989-01-01;0;0
Uvas Passas;Africa do Sul;1990-01-01;0;0
Uvas Passas;Africa do Sul;1991-01-01;0;0
Uvas Passas;Africa do Sul;1992-01-01;0;0
Uvas Passas;Africa do Sul;1993-01-01;0;0
Uvas Passas;Africa do Sul;1994-01-01;0;0
Uvas Passas;Africa do Sul;1995-01-01;0;0
Uvas Passas;Africa do Sul;1996-01-01;0;0
Uvas Passas;Africa do Sul;1997-01-01;15253;29681
Uvas Passas;Africa do Sul;1998-01-01;178585;341606
Uvas Passas;Africa do Sul;1999-01-01;66912;123771
Uvas Passas;Africa do Sul;2000-01-01;35617;54452
Uvas Passas;Africa do Sul;2001-01-01;152070;190827
Uvas Passas;Africa do Sul;2002-01-01;88885;103632
Uvas Passas;Africa do Sul;2003-01-01;59000;96513
Uvas Passas;Africa do Sul;2004-01-01;0;0
Uvas Passas;Africa do Sul;2005-01-01;17940;23195
Uvas Passas;Africa do Sul;2006-01-01;19000;27050
Uvas Passas;Africa do Sul;2007-01-01;99500;215677
Uvas Passas;Africa do Sul;2008-01-01;641051;1032307
Uvas Passas;Africa do Sul;2009-01-01;195000;563360
Uvas Passas;Africa do Sul;2010-01-01;700846;2037012
Uvas Passas;Africa do Sul;2011-01-01;184250;596923
Uvas Passas;Africa do Sul;2012-01-01;986750;3527083
Uvas Passas;Africa do Sul;2013-01-01;0;0
Uvas Passas;Africa do Sul;2014-01-01;2220275;3507617
Uvas Passas;Africa do Sul;2015-01-01;1418063;3278109
Uvas Passas;Africa do Sul;2016-01-01;617500;1487082
Uvas Passas;Africa do Sul;2017-01-01;370500;942442
Uvas Passas;Africa do Sul;2018-01-01;1089700;3106052
Uvas Passas;Africa do Sul;2019-01-01;270875;763921
Uvas Passas;Alemanha;1971-01-01;0;0
Uvas Passas;Alemanha;1972-01-01;3000;3366
Uvas Passas;Alemanha;1973-01-01;0;0
Uvas Passas;Alemanha;1974-01-01;0;0
Uvas Passas;Alemanha;1975-01-01;29988;2283
Uvas Passas;Alemanha;1976-01-01;0;0
Uvas Passas;Alemanha;1977-01-01;0;0
Uvas Passas;Alemanha;1978-01-01;0;0
Uvas Passas;Alemanha;1979-01-01;0;0
Uvas Passas;Alemanha;1980-01-01;0;0
Uvas Passas;Alemanha;1981-01-01;0;0
Uvas Passas;Alemanha;1982-01-01;0;0
Uvas Passas;Alemanha;1983-01-01;0;0
Uvas Passas;Alemanha;1984-01-01;0;0
Uvas Passas;Alemanha;1985-01-01;0;0
Uvas Passas;Alemanha;1986-01-01;0;0
Uvas Passas;Alemanha;1987-01-01;0;0
Uvas Passas;Alemanha;1988-01-01;0;0
Uvas Passas;Alemanha;1989-01-01;0;0
Uvas Passas;Alemanha;1990-01-01;0;0
Uvas Passas;Alemanha;1991-01-01;0;0
Uvas Passas;Alemanha;1992-01-01;0;0
Uvas Passas;Alemanha;1993-01-01;0;0
Uvas Passas;Alemanha;1994-01-01;3;8
Uvas Passas;Alemanha;1995-01-01;12;22
Uvas Passas;Alemanha;1996-01-01;29;31
Uvas Passas;Alemanha;1997-01-01;95005;107123
Uvas Passas;Alemanha;1998-01-01;143;101
Uvas Passas;Alemanha;1999-01-01;0;0
Uvas Passas;Alemanha;2000-01-01;0;0
Uvas Passas;Alemanha;2001-01-01;0;0
Uvas Passas;Alemanha;2002-01-01;0;0
Uvas Passas;Alemanha;2003-01-01;0;0
Uvas Passas;Alemanha;2004-01-01;0;0
Uvas Passas;Alemanha;2005-01-01;0;0
Uvas Passas;Alemanha;2006-01-01;0;0
Uvas Passas;Alemanha;2007-01-01;0;0
Uvas Passas;Alemanha;2008-01-01;0;0
Uvas Passas;Alemanha;2009-01-01;0;0
Uvas Passas;Alemanha;2010-01-01;0;0
Uvas Passas;Alemanha;2011-01-01;0;0
Uvas Passas;Alemanha;2012-01-01;0;0
Uvas Passas;Alemanha;2013-01-01;0;0
Uvas Passas;Alemanha;2014-01-01;0;0
Uvas Passas;Alemanha;2015-01-01;0;0
Uvas Passas;Alemanha;2016-01-01;0;0
Uvas Passas;Alemanha;2017-01-01;0;0
Uvas Passas;Alemanha;2018-01-01;0;0
Uvas Passas;Alemanha;2019-01-01;0;0
Uvas Passas;Arabia Saudita;1971-01-01;0;0
Uvas Passas;Arabia Saudita;1972-01-01;0;0
Uvas Passas;Arabia Saudita;1973-01-01;0;0
Uvas Passas;Arabia Saudita;1974-01-01;0;0
Uvas Passas;Arabia Saudita;1975-01-01;0;0
Uvas Passas;Arabia Saudita;1976-01-01;0;0
Uvas Passas;Arabia Saudita;1977-01-01;0;0
Uvas Passas;Arabia Saudita;1978-01-01;0;0
Uvas Passas;Arabia Saudita;1979-01-01;0;0
Uvas Passas;Arabia Saudita;1980-01-01;0;0
Uvas Passas;Arabia Saudita;1981-01-01;0;0
Uvas Passas;Arabia Saudita;1982-01-01;0;0
Uvas Passas;Arabia Saudita;1983-01-01;0;0
Uvas Passas;Arabia Saudita;1984-01-01;0;0
Uvas Passas;Arabia Saudita;1985-01-01;0;0
Uvas Passas;Arabia Saudita;1986-01-01;0;0
Uvas Passas;Arabia Saudita;1987-01-01;0;0
Uvas Passas;Arabia Saudita;1988-01-01;0;0
Uvas Passas;Arabia Saudita;1989-01-01;0;0
Uvas Passas;Arabia Saudita;1990-01-01;0;0
Uvas Passas;Arabia Saudita;1991-01-01;0;0
Uvas Passas;Arabia Saudita;1992-01-01;0;0
Uvas Passas;Arabia Saudita;1993-01-01;0;0
Uvas Passas;Arabia Saudita;1994-01-01;0;0
Uvas Passas;Arabia Saudita;1995-01-01;0;0
Uvas Passas;Arabia Saudita;1996-01-01;0;0
Uvas Passas;Arabia Saudita;1997-01-01;0;0
Uvas Passas;Arabia Saudita;1998-01-01;0;0
Uvas Passas;Arabia Saudita;1999-01-01;0;0
Uvas Passas;Arabia Saudita;2000-01-01;0;0
Uvas Passas;Arabia Saudita;2001-01-01;0;0
Uvas Passas;Arabia Saudita;2002-01-01;0;0
Uvas Passas;Arabia Saudita;2003-01-01;18000;16900
Uvas Passas;Arabia Saudita;2004-01-01;0;0
Uvas Passas;Arabia Saudita;2005-01-01;0;0
Uvas Passas;Arabia Saudita;2006-01-01;0;0
Uvas Passas;Arabia Saudita;2007-01-01;0;0
Uvas Passas;Arabia Saudita;2008-01-01;0;0
Uvas Passas;Arabia Saudita;2009-01-01;0;0
Uvas Passas;Arabia Saudita;2010-01-01;0;0
Uvas Passas;Arabia Saudita;2011-01-01;0;0
Uvas Passas;Arabia Saudita;2012-01-01;0;0
Uvas Passas;Arabia Saudita;2013-01-01;0;0
Uvas Passas;Arabia Saudita;2014-01-01;0;0
Uvas Passas;Arabia Saudita;2015-01-01;0;0
Uvas Passas;Arabia Saudita;2016-01-01;0;0
Uvas Passas;Arabia Saudita;2017-01-01;0;0
Uvas Passas;Arabia Saudita;2018-01-01;0;0
Uvas Passas;Arabia Saudita;2019-01-01;0;0
Uvas Passas;Argentina;1971-01-01;1206326;936632
Uvas Passas;Argentina;1972-01-01;1047482;981648
Uvas Passas;Argentina;1973-01-01;1277380;1848195
Uvas Passas;Argentina;1974-01-01;1004987;1154210
Uvas Passas;Argentina;1975-01-01;1583972;1142114
Uvas Passas;Argentina;1976-01-01;2731566;2573741
Uvas Passas;Argentina;1977-01-01;2549687;2663929
Uvas Passas;Argentina;1978-01-01;2385266;2683017
Uvas Passas;Argentina;1979-01-01;1527094;3998797
Uvas Passas;Argentina;1980-01-01;1586137;3707049
Uvas Passas;Argentina;1981-01-01;1558200;1937074
Uvas Passas;Argentina;1982-01-01;1875664;1739134
Uvas Passas;Argentina;1983-01-01;2238826;1476166
Uvas Passas;Argentina;1984-01-01;1662475;1626556
Uvas Passas;Argentina;1985-01-01;1519220;1420332
Uvas Passas;Argentina;1986-01-01;2116776;2515764
Uvas Passas;Argentina;1987-01-01;3011500;2988697
Uvas Passas;Argentina;1988-01-01;7894789;7741832
Uvas Passas;Argentina;1989-01-01;6392930;6765394
Uvas Passas;Argentina;1990-01-01;3758190;3641098
Uvas Passas;Argentina;1991-01-01;4726726;4931971
Uvas Passas;Argentina;1992-01-01;3061443;4023359
Uvas Passas;Argentina;1993-01-01;1772727;3079487
Uvas Passas;Argentina;1994-01-01;4433113;5435003
Uvas Passas;Argentina;1995-01-01;4172453;4708913
Uvas Passas;Argentina;1996-01-01;7103048;8416185
Uvas Passas;Argentina;1997-01-01;5673231;8436301
Uvas Passas;Argentina;1998-01-01;4237403;6256924
Uvas Passas;Argentina;1999-01-01;3438508;4855950
Uvas Passas;Argentina;2000-01-01;3367629;3886025
Uvas Passas;Argentina;2001-01-01;2634368;2444780
Uvas Passas;Argentina;2002-01-01;10502997;7213368
Uvas Passas;Argentina;2003-01-01;6449180;5741921
Uvas Passas;Argentina;2004-01-01;12287672;14106821
Uvas Passas;Argentina;2005-01-01;10271403;12379126
Uvas Passas;Argentina;2006-01-01;11555010;14810371
Uvas Passas;Argentina;2007-01-01;15203133;19187668
