classe;pais;ano;kg;valor
Uvas Passas;Outros;1994-01-01;102;150
Uvas Passas;Outros;1995-01-01;40054;24077
Uvas Passas;Outros;1996-01-01;75;459
Uvas Passas;Outros;1997-01-01;5475;10518
Uvas Passas;Outros;1998-01-01;0;0
Uvas Passas;Outros;1999-01-01;35150;46985
Uvas Passas;Outros;2000-01-01;38375;45483
Uvas Passas;Outros;2001-01-01;3967;4363
Uvas Passas;Outros;2002-01-01;0;0
Uvas Passas;Outros;2003-01-01;0;0
Uvas Passas;Outros;2004-01-01;0;0
Uvas Passas;Outros;2005-01-01;0;0
Uvas Passas;Outros;2006-01-01;0;0
Uvas Passas;Outros;2007-01-01;0;0
Uvas Passas;Outros;2008-01-01;0;0
Uvas Passas;Outros;2009-01-01;0;0
Uvas Passas;Outros;2010-01-01;0;0
Uvas Passas;Outros;2011-01-01;0;0
Uvas Passas;Outros;2012-01-01;0;0
Uvas Passas;Outros;2013-01-01;0;0
Uvas Passas;Outros;2014-01-01;0;0
Uvas Passas;Outros;2015-01-01;0;0
Uvas Passas;Outros;2016-01-01;0;0
Uvas Passas;Outros;2017-01-01;0;0
Uvas Passas;Outros;2018-01-01;0;0
Uvas Passas;Outros;2019-01-01;0;0
Suco de Uva;Africa do Sul;1971-01-01;0;0
Suco de Uva;Africa do Sul;1972-01-01;0;0
Suco de Uva;Africa do Sul;1973-01-01;0;0
Suco de Uva;Africa do Sul;1974-01-01;0;0
Suco de Uva;Africa do Sul;1975-01-01;0;0
Suco de Uva;Africa do Sul;1976-01-01;0;0
Suco de Uva;Africa do Sul;1977-01-01;0;0
Suco de Uva;Africa do Sul;1978-01-01;0;0
Suco de Uva;Africa do Sul;1979-01-01;0;0
Suco de Uva;Africa do Sul;1980-01-01;0;0
Suco de Uva;Africa do Sul;1981-01-01;0;0
Suco de Uva;Africa do Sul;1982-01-01;0;0
Suco de Uva;Africa do Sul;1983-01-01;0;0
Suco de Uva;Africa do Sul;1984-01-01;0;0
Suco de Uva;Africa do Sul;1985-01-01;0;0
Suco de Uva;Africa do Sul;1986-01-01;0;0
Suco de Uva;Africa do Sul;1987-01-01;0;0
Suco de Uva;Africa do Sul;1988-01-01;0;0
Suco de Uva;Africa do Sul;1989-01-01;0;0
Suco de Uva;Africa do Sul;1990-01-01;0;0
Suco de Uva;Africa do Sul;1991-01-01;0;0
Suco de Uva;Africa do Sul;1992-01-01;0;0
Suco de Uva;Africa do Sul;1993-01-01;0;0
Suco de Uva;Africa do Sul;1994-01-01;0;0
Suco de Uva;Africa do Sul;1995-01-01;120252;110730
Suco de Uva;Africa do Sul;1996-01-01;0;0
Suco de Uva;Africa do Sul;1997-01-01;0;0
Suco de Uva;Africa do Sul;1998-01-01;1605;1085
Suco de Uva;Africa do Sul;1999-01-01;0;0
Suco de Uva;Africa do Sul;2000-01-01;0;0
Suco de Uva;Africa do Sul;2001-01-01;1200;665
Suco de Uva;Africa do Sul;2002-01-01;0;0
Suco de Uva;Africa do Sul;2003-01-01;0;0
Suco de Uva;Africa do Sul;2004-01-01;1876;1124
Suco de Uva;Africa do Sul;2005-01-01;12014;7685
Suco de Uva;Africa do Sul;2006-01-01;10689;7312
Suco de Uva;Africa do Sul;2007-01-01;12754;8635
Suco de Uva;Africa do Sul;2008-01-01;14379;10961
Suco de Uva;Africa do Sul;2009-01-01;11839;9400
Suco de Uva;Africa do Sul;2010-01-01;37353;31729
Suco de Uva;Africa do Sul;2011-01-01;38796;34605
Suco de Uva;Africa do Sul;2012-01-01;74388;71839
Suco de Uva;Africa do Sul;2013-01-01;67758;68254
Suco de Uva;Africa do Sul;2014-01-01;43104;40489
Suco de Uva;Africa do Sul;2015-01-01;13125;13209
Suco de Uva;Africa do Sul;2016-01-01;7154;5841
Suco de Uva;Africa do Sul;2017-01-01;22029;17551
Suco de Uva;Africa do Sul;2018-01-01;21618;18334
Suco de Uva;Africa do Sul;2019-01-01;0;0
Suco de Uva;Alemanha;1971-01-01;0;0
Suco de Uva;Alemanha;1972-01-01;0;0
Suco de Uva;Alemanha;1973-01-01;0;0
Suco de Uva;Alemanha;1974-01-01;0;0
Suco de Uva;Alemanha;1975-01-01;5;1
Suco de Uva;Alemanha;1976-01-01;0;0
Suco de Uva;Alemanha;1977-01-01;0;0
Suco de Uva;Alemanha;1978-01-01;0;0
Suco de Uva;Alemanha;1979-01-01;0;0
Suco de Uva;Alemanha;1980-01-01;0;0
Suco de Uva;Alemanha;1981-01-01;0;0
Suco de Uva;Alemanha;1982-01-01;0;0
Suco de Uva;Alemanha;1983-01-01;0;0
Suco de Uva;Alemanha;1984-01-01;0;0
Suco de Uva;Alemanha;1985-01-01;0;0
Suco de Uva;Alemanha;1986-01-01;0;0
Suco de Uva;Alemanha;1987-01-01;0;0
Suco de Uva;Alemanha;1988-01-01;0;0
Suco de Uva;Alemanha;1989-01-01;0;0
Suco de Uva;Alemanha;1990-01-01;0;0
Suco de Uva;Alemanha;1991-01-01;0;0
Suco de Uva;Alemanha;1992-01-01;1170;2497
Suco de Uva;Alemanha;1993-01-01;2832;2704
Suco de Uva;Alemanha;1994-01-01;4521;7206
Suco de Uva;Alemanha;1995-01-01;4407;4792
Suco de Uva;Alemanha;1996-01-01;13185;22088
Suco de Uva;Alemanha;1997-01-01;2880;1901
Suco de Uva;Alemanha;1998-01-01;0;0
Suco de Uva;Alemanha;1999-01-01;0;0
Suco de Uva;Alemanha;2000-01-01;0;0
Suco de Uva;Alemanha;2001-01-01;0;0
Suco de Uva;Alemanha;2002-01-01;0;0
Suco de Uva;Alemanha;2003-01-01;0;0
Suco de Uva;Alemanha;2004-01-01;600;1791
Suco de Uva;Alemanha;2005-01-01;0;0
Suco de Uva;Alemanha;2006-01-01;0;0
Suco de Uva;Alemanha;2007-01-01;0;0
Suco de Uva;Alemanha;2008-01-01;60850;68950
Suco de Uva;Alemanha;2009-01-01;0;0
Suco de Uva;Alemanha;2010-01-01;0;0
Suco de Uva;Alemanha;2011-01-01;0;0
Suco de Uva;Alemanha;2012-01-01;0;0
Suco de Uva;Alemanha;2013-01-01;0;0
Suco de Uva;Alemanha;2014-01-01;0;0
Suco de Uva;Alemanha;2015-01-01;6496;46692
Suco de Uva;Alemanha;2016-01-01;6540;75902
Suco de Uva;Alemanha;2017-01-01;0;0
Suco de Uva;Alemanha;2018-01-01;80;652
Suco de Uva;Alemanha;2019-01-01;0;0
Suco de Uva;Argentina;1971-01-01;0;0
Suco de Uva;Argentina;1972-01-01;0;0
Suco de Uva;Argentina;1973-01-01;3600;1350
Suco de Uva;Argentina;1974-01-01;10200;3500
Suco de Uva;Argentina;1975-01-01;6;5
Suco de Uva;Argentina;1976-01-01;0;0
Suco de Uva;Argentina;1977-01-01;0;0
Suco de Uva;Argentina;1978-01-01;2790;2850
Suco de Uva;Argentina;1979-01-01;0;0
Suco de Uva;Argentina;1980-01-01;0;0
Suco de Uva;Argentina;1981-01-01;0;0
Suco de Uva;Argentina;1982-01-01;0;0
Suco de Uva;Argentina;1983-01-01;0;0
Suco de Uva;Argentina;1984-01-01;0;0
Suco de Uva;Argentina;1985-01-01;0;0
Suco de Uva;Argentina;1986-01-01;1575080;713219
Suco de Uva;Argentina;1987-01-01;2452094;3673253
Suco de Uva;Argentina;1988-01-01;224130;163512
Suco de Uva;Argentina;1989-01-01;1901597;1339369
Suco de Uva;Argentina;1990-01-01;1875689;1367706
Suco de Uva;Argentina;1991-01-01;506860;499644
Suco de Uva;Argentina;1992-01-01;10200;6800
Suco de Uva;Argentina;1993-01-01;2950;3540
Suco de Uva;Argentina;1994-01-01;0;0
Suco de Uva;Argentina;1995-01-01;708655;549282
Suco de Uva;Argentina;1996-01-01;1050503;830357
Suco de Uva;Argentina;1997-01-01;2796195;2428563
Suco de Uva;Argentina;1998-01-01;2057726;1994801
Suco de Uva;Argentina;1999-01-01;2003660;1845406
Suco de Uva;Argentina;2000-01-01;2022110;1659478
Suco de Uva;Argentina;2001-01-01;1379960;869223
Suco de Uva;Argentina;2002-01-01;0;0
Suco de Uva;Argentina;2003-01-01;2237000;994132
Suco de Uva;Argentina;2004-01-01;850000;658747
Suco de Uva;Argentina;2005-01-01;974970;870222
Suco de Uva;Argentina;2006-01-01;1775000;1535250
Suco de Uva;Argentina;2007-01-01;1297680;1095590
Suco de Uva;Argentina;2008-01-01;0;0
Suco de Uva;Argentina;2009-01-01;0;0
Suco de Uva;Argentina;2010-01-01;108000;138240
Suco de Uva;Argentina;2011-01-01;0;0
Suco de Uva;Argentina;2012-01-01;0;0
Suco de Uva;Argentina;2013-01-01;0;0
Suco de Uva;Argentina;2014-01-01;0;0
Suco de Uva;Argentina;2015-01-01;0;0
Suco de Uva;Argentina;2016-01-01;59028;80898
Suco de Uva;Argentina;2017-01-01;72900;90518
Suco de Uva;Argentina;2018-01-01;2998;3139
Suco de Uva;Argentina;2019-01-01;0;0
Suco de Uva;Austria;1971-01-01;0;0
Suco de Uva;Austria;1972-01-01;0;0
Suco de Uva;Austria;1973-01-01;0;0
Suco de Uva;Austria;1974-01-01;0;0
Suco de Uva;Austria;1975-01-01;0;0
Suco de Uva;Austria;1976-01-01;0;0
Suco de Uva;Austria;1977-01-01;0;0
Suco de Uva;Austria;1978-01-01;0;0
Suco de Uva;Austria;1979-01-01;0;0
Suco de Uva;Austria;1980-01-01;0;0
Suco de Uva;Austria;1981-01-01;0;0
Suco de Uva;Austria;1982-01-01;0;0
Suco de Uva;Austria;1983-01-01;0;0
Suco de Uva;Austria;1984-01-01;0;0
Suco de Uva;Austria;1985-01-01;0;0
Suco de Uva;Austria;1986-01-01;0;0
Suco de Uva;Austria;1987-01-01;0;0
Suco de Uva;Austria;1988-01-01;0;0
Suco de Uva;Austria;1989-01-01;0;0
Suco de Uva;Austria;1990-01-01;0;0
Suco de Uva;Austria;1991-01-01;0;0
Suco de Uva;Austria;1992-01-01;0;0
Suco de Uva;Austria;1993-01-01;0;0
Suco de Uva;Austria;1994-01-01;0;0
Suco de Uva;Austria;1995-01-01;1200;348
Suco de Uva;Austria;1996-01-01;0;0
Suco de Uva;Austria;1997-01-01;0;0
Suco de Uva;Austria;1998-01-01;35210;16029
Suco de Uva;Austria;1999-01-01;0;0
Suco de Uva;Austria;2000-01-01;0;0
Suco de Uva;Austria;2001-01-01;0;0
Suco de Uva;Austria;2002-01-01;0;0
Suco de Uva;Austria;2003-01-01;0;0
Suco de Uva;Austria;2004-01-01;0;0
Suco de Uva;Austria;2005-01-01;0;0
Suco de Uva;Austria;2006-01-01;0;0
Suco de Uva;Austria;2007-01-01;0;0
Suco de Uva;Austria;2008-01-01;0;0
Suco de Uva;Austria;2009-01-01;0;0
Suco de Uva;Austria;2010-01-01;0;0
Suco de Uva;Austria;2011-01-01;3264;3254
Suco de Uva;Austria;2012-01-01;0;0
Suco de Uva;Austria;2013-01-01;0;0
Suco de Uva;Austria;2014-01-01;0;0
Suco de Uva;Austria;2015-01-01;0;0
Suco de Uva;Austria;2016-01-01;0;0
Suco de Uva;Austria;2017-01-01;1333;1467
Suco de Uva;Austria;2018-01-01;0;0
Suco de Uva;Austria;2019-01-01;666;655
Suco de Uva;Canada;1971-01-01;0;0
Suco de Uva;Canada;1972-01-01;0;0
Suco de Uva;Canada;1973-01-01;0;0
Suco de Uva;Canada;1974-01-01;0;0
Suco de Uva;Canada;1975-01-01;0;0
Suco de Uva;Canada;1976-01-01;0;0
Suco de Uva;Canada;1977-01-01;0;0
Suco de Uva;Canada;1978-01-01;0;0
Suco de Uva;Canada;1979-01-01;0;0
Suco de Uva;Canada;1980-01-01;0;0
Suco de Uva;Canada;1981-01-01;0;0
Suco de Uva;Canada;1982-01-01;0;0
Suco de Uva;Canada;1983-01-01;0;0
Suco de Uva;Canada;1984-01-01;0;0
Suco de Uva;Canada;1985-01-01;0;0
Suco de Uva;Canada;1986-01-01;0;0
Suco de Uva;Canada;1987-01-01;0;0
Suco de Uva;Canada;1988-01-01;30;233
Suco de Uva;Canada;1989-01-01;0;0
Suco de Uva;Canada;1990-01-01;0;0
Suco de Uva;Canada;1991-01-01;0;0
Suco de Uva;Canada;1992-01-01;0;0
Suco de Uva;Canada;1993-01-01;0;0
Suco de Uva;Canada;1994-01-01;19728;4558
Suco de Uva;Canada;1995-01-01;26404;12195
Suco de Uva;Canada;1996-01-01;21665;8124
Suco de Uva;Canada;1997-01-01;995;691
Suco de Uva;Canada;1998-01-01;0;0
Suco de Uva;Canada;1999-01-01;0;0
Suco de Uva;Canada;2000-01-01;0;0
Suco de Uva;Canada;2001-01-01;0;0
Suco de Uva;Canada;2002-01-01;0;0
Suco de Uva;Canada;2003-01-01;0;0
Suco de Uva;Canada;2004-01-01;0;0
Suco de Uva;Canada;2005-01-01;0;0
Suco de Uva;Canada;2006-01-01;0;0
Suco de Uva;Canada;2007-01-01;0;0
Suco de Uva;Canada;2008-01-01;0;0
Suco de Uva;Canada;2009-01-01;0;0
Suco de Uva;Canada;2010-01-01;0;0
Suco de Uva;Canada;2011-01-01;0;0
Suco de Uva;Canada;2012-01-01;0;0
Suco de Uva;Canada;2013-01-01;0;0
Suco de Uva;Canada;2014-01-01;0;0
Suco de Uva;Canada;2015-01-01;0;0
Suco de Uva;Canada;2016-01-01;0;0
Suco de Uva;Canada;2017-01-01;0;0
Suco de Uva;Canada;2018-01-01;0;0
Suco de Uva;Canada;2019-01-01;0;0
Suco de Uva;Coreia do Sul;1971-01-01;0;0
Suco de Uva;Coreia do Sul;1972-01-01;0;0
Suco de Uva;Coreia do Sul;1973-01-01;0;0
Suco de Uva;Coreia do Sul;1974-01-01;0;0
Suco de Uva;Coreia do Sul;1975-01-01;0;0
Suco de Uva;Coreia do Sul;1976-01-01;0;0
Suco de Uva;Coreia do Sul;1977-01-01;0;0
Suco de Uva;Coreia do Sul;1978-01-01;0;0
Suco de Uva;Coreia do Sul;1979-01-01;0;0
Suco de Uva;Coreia do Sul;1980-01-01;0;0
Suco de Uva;Coreia do Sul;1981-01-01;0;0
Suco de Uva;Coreia do Sul;1982-01-01;0;0
Suco de Uva;Coreia do Sul;1983-01-01;0;0
Suco de Uva;Coreia do Sul;1984-01-01;0;0
Suco de Uva;Coreia do Sul;1985-01-01;0;0
Suco de Uva;Coreia do Sul;1986-01-01;0;0
Suco de Uva;Coreia do Sul;1987-01-01;0;0
Suco de Uva;Coreia do Sul;1988-01-01;0;0
Suco de Uva;Coreia do Sul;1989-01-01;0;0
Suco de Uva;Coreia do Sul;1990-01-01;0;0
Suco de Uva;Coreia do Sul;1991-01-01;0;0
Suco de Uva;Coreia do Sul;1992-01-01;0;0
Suco de Uva;Coreia do Sul;1993-01-01;0;0
Suco de Uva;Coreia do Sul;1994-01-01;0;0
Suco de Uva;Coreia do Sul;1995-01-01;158204;117269
Suco de Uva;Coreia do Sul;1996-01-01;0;0
Suco de Uva;Coreia do Sul;1997-01-01;0;0
Suco de Uva;Coreia do Sul;1998-01-01;303420;250582
Suco de Uva;Coreia do Sul;1999-01-01;112762;90300
Suco de Uva;Coreia do Sul;2000-01-01;5141;1800
Suco de Uva;Coreia do Sul;2001-01-01;8255;2645
Suco de Uva;Coreia do Sul;2002-01-01;0;0
Suco de Uva;Coreia do Sul;2003-01-01;5400;2145
Suco de Uva;Coreia do Sul;2004-01-01;4805;1344
Suco de Uva;Coreia do Sul;2005-01-01;7379;2365
Suco de Uva;Coreia do Sul;2006-01-01;0;0
Suco de Uva;Coreia do Sul;2007-01-01;0;0
Suco de Uva;Coreia do Sul;2008-01-01;735;270
Suco de Uva;Coreia do Sul;2009-01-01;16661;17249
Suco de Uva;Coreia do Sul;2010-01-01;15080;18097
Suco de Uva;Coreia do Sul;2011-01-01;130902;136380
Suco de Uva;Coreia do Sul;2012-01-01;542548;577061
Suco de Uva;Coreia do Sul;2013-01-01;176796;227252
Suco de Uva;Coreia do Sul;2014-01-01;12655;14784
Suco de Uva;Coreia do Sul;2015-01-01;85145;49712
Suco de Uva;Coreia do Sul;2016-01-01;30022;44524
Suco de Uva;Coreia do Sul;2017-01-01;28927;41276
Suco de Uva;Coreia do Sul;2018-01-01;77955;99441
Suco de Uva;Coreia do Sul;2019-01-01;0;0
Suco de Uva;Coreia do Norte;1971-01-01;0;0
Suco de Uva;Coreia do Norte;1972-01-01;0;0
Suco de Uva;Coreia do Norte;1973-01-01;0;0
Suco de Uva;Coreia do Norte;1974-01-01;0;0
Suco de Uva;Coreia do Norte;1975-01-01;0;0
Suco de Uva;Coreia do Norte;1976-01-01;0;0
Suco de Uva;Coreia do Norte;1977-01-01;0;0
Suco de Uva;Coreia do Norte;1978-01-01;0;0
Suco de Uva;Coreia do Norte;1979-01-01;0;0
Suco de Uva;Coreia do Norte;1980-01-01;0;0
Suco de Uva;Coreia do Norte;1981-01-01;0;0
Suco de Uva;Coreia do Norte;1982-01-01;0;0
Suco de Uva;Coreia do Norte;1983-01-01;0;0
Suco de Uva;Coreia do Norte;1984-01-01;0;0
Suco de Uva;Coreia do Norte;1985-01-01;0;0
Suco de Uva;Coreia do Norte;1986-01-01;0;0
Suco de Uva;Coreia do Norte;1987-01-01;0;0
Suco de Uva;Coreia do Norte;1988-01-01;0;0
Suco de Uva;Coreia do Norte;1989-01-01;0;0
Suco de Uva;Coreia do Norte;1990-01-01;0;0
Suco de Uva;Coreia do Norte;1991-01-01;0;0
Suco de Uva;Coreia do Norte;1992-01-01;0;0
Suco de Uva;Coreia do Norte;1993-01-01;0;0
Suco de Uva;Coreia do Norte;1994-01-01;0;0
Suco de Uva;Coreia do Norte;1995-01-01;0;0
Suco de Uva;Coreia do Norte;1996-01-01;0;0
Suco de Uva;Coreia do Norte;1997-01-01;0;0
Suco de Uva;Coreia do Norte;1998-01-01;56000;49405
Suco de Uva;Coreia do Norte;1999-01-01;25100;20413
Suco de Uva;Coreia do Norte;2000-01-01;11560;9062
Suco de Uva;Coreia do Norte;2001-01-01;19071;8389
Suco de Uva;Coreia do Norte;2002-01-01;0;0
Suco de Uva;Coreia do Norte;2003-01-01;0;0
Suco de Uva;Coreia do Norte;2004-01-01;0;0
Suco de Uva;Coreia do Norte;2005-01-01;0;0
Suco de Uva;Coreia do Norte;2006-01-01;0;0
Suco de Uva;Coreia do Norte;2007-01-01;0;0
Suco de Uva;Coreia do Norte;2008-01-01;0;0
Suco de Uva;Coreia do Norte;2009-01-01;0;0
Suco de Uva;Coreia do Norte;2010-01-01;0;0
Suco de Uva;Coreia do Norte;2011-01-01;0;0
Suco de Uva;Coreia do Norte;2012-01-01;0;0
Suco de Uva;Coreia do Norte;2013-01-01;0;0
Suco de Uva;Coreia do Norte;2014-01-01;16704;24698
Suco de Uva;Coreia do Norte;2015-01-01;15651;22621
Suco de Uva;Coreia do Norte;2016-01-01;0;0
Suco de Uva;Coreia do Norte;2017-01-01;0;0
Suco de Uva;Coreia do Norte;2018-01-01;0;0
Suco de Uva;Coreia do Norte;2019-01-01;0;0
Suco de Uva;Chile;1971-01-01;0;0
Suco de Uva;Chile;1972-01-01;0;0
Suco de Uva;Chile;1973-01-01;0;0
Suco de Uva;Chile;1974-01-01;0;0
Suco de Uva;Chile;1975-01-01;0;0
Suco de Uva;Chile;1976-01-01;0;0
Suco de Uva;Chile;1977-01-01;0;0
Suco de Uva;Chile;1978-01-01;0;0
Suco de Uva;Chile;1979-01-01;0;0
Suco de Uva;Chile;1980-01-01;0;0
Suco de Uva;Chile;1981-01-01;0;0
Suco de Uva;Chile;1982-01-01;0;0
Suco de Uva;Chile;1983-01-01;0;0
Suco de Uva;Chile;1984-01-01;0;0
Suco de Uva;Chile;1985-01-01;0;0
Suco de Uva;Chile;1986-01-01;0;0
Suco de Uva;Chile;1987-01-01;0;0
Suco de Uva;Chile;1988-01-01;0;0
Suco de Uva;Chile;1989-01-01;0;0
Suco de Uva;Chile;1990-01-01;100000;79000
Suco de Uva;Chile;1991-01-01;100000;82500
Suco de Uva;Chile;1992-01-01;0;0
Suco de Uva;Chile;1993-01-01;5050;2940
Suco de Uva;Chile;1994-01-01;158480;101920
Suco de Uva;Chile;1995-01-01;563267;423616
Suco de Uva;Chile;1996-01-01;476840;374322
Suco de Uva;Chile;1997-01-01;118194;133715
Suco de Uva;Chile;1998-01-01;0;0
Suco de Uva;Chile;1999-01-01;136;253
Suco de Uva;Chile;2000-01-01;0;0
Suco de Uva;Chile;2001-01-01;1391570;1502228
Suco de Uva;Chile;2002-01-01;27000;28350
Suco de Uva;Chile;2003-01-01;0;0
Suco de Uva;Chile;2004-01-01;0;0
Suco de Uva;Chile;2005-01-01;0;0
Suco de Uva;Chile;2006-01-01;0;0
Suco de Uva;Chile;2007-01-01;225000;292500
Suco de Uva;Chile;2008-01-01;100000;130000
Suco de Uva;Chile;2009-01-01;0;0
Suco de Uva;Chile;2010-01-01;1015000;3003445
Suco de Uva;Chile;2011-01-01;0;0
Suco de Uva;Chile;2012-01-01;0;0
Suco de Uva;Chile;2013-01-01;0;0
Suco de Uva;Chile;2014-01-01;0;0
Suco de Uva;Chile;2015-01-01;23790;29024
Suco de Uva;Chile;2016-01-01;94940;183525
Suco de Uva;Chile;2017-01-01;0;0
Suco de Uva;Chile;2018-01-01;0;0
Suco de Uva;Chile;2019-01-01;0;0
Suco de Uva;China;1971-01-01;0;0
Suco de Uva;China;1972-01-01;0;0
Suco de Uva;China;1973-01-01;0;0
Suco de Uva;China;1974-01-01;0;0
Suco de Uva;China;1975-01-01;0;0
Suco de Uva;China;1976-01-01;0;0
Suco de Uva;China;1977-01-01;0;0
Suco de Uva;China;1978-01-01;0;0
Suco de Uva;China;1979-01-01;0;0
Suco de Uva;China;1980-01-01;0;0
Suco de Uva;China;1981-01-01;0;0
Suco de Uva;China;1982-01-01;0;0
Suco de Uva;China;1983-01-01;0;0
Suco de Uva;China;1984-01-01;0;0
Suco de Uva;China;1985-01-01;0;0
Suco de Uva;China;1986-01-01;0;0
Suco de Uva;China;1987-01-01;0;0
Suco de Uva;China;1988-01-01;0;0
Suco de Uva;China;1989-01-01;0;0
Suco de Uva;China;1990-01-01;0;0
Suco de Uva;China;1991-01-01;0;0
Suco de Uva;China;1992-01-01;0;0
Suco de Uva;China;1993-01-01;0;0
Suco de Uva;China;1994-01-01;0;0
Suco de Uva;China;1995-01-01;5338;1465
Suco de Uva;China;1996-01-01;0;0
Suco de Uva;China;1997-01-01;0;0
Suco de Uva;China;1998-01-01;4200;1715
Suco de Uva;China;1999-01-01;0;0
Suco de Uva;China;2000-01-01;0;0
Suco de Uva;China;2001-01-01;0;0
Suco de Uva;China;2002-01-01;0;0
Suco de Uva;China;2003-01-01;0;0
Suco de Uva;China;2004-01-01;0;0
Suco de Uva;China;2005-01-01;0;0
Suco de Uva;China;2006-01-01;0;0
Suco de Uva;China;2007-01-01;0;0
Suco de Uva;China;2008-01-01;0;0
Suco de Uva;China;2009-01-01;0;0
Suco de Uva;China;2010-01-01;0;0
Suco de Uva;China;2011-01-01;0;0
Suco de Uva;China;2012-01-01;0;0
Suco de Uva;China;2013-01-01;0;0
Suco de Uva;China;2014-01-01;0;0
Suco de Uva;China;2015-01-01;0;0
Suco de Uva;China;2016-01-01;0;0
Suco de Uva;China;2017-01-01;2475;2098
Suco de Uva;China;2018-01-01;0;0
Suco de Uva;China;2019-01-01;0;0
Suco de Uva;Dinamarca;1971-01-01;34;16
Suco de Uva;Dinamarca;1972-01-01;20;8
Suco de Uva;Dinamarca;1973-01-01;80;38
Suco de Uva;Dinamarca;1974-01-01;0;0
Suco de Uva;Dinamarca;1975-01-01;0;0
Suco de Uva;Dinamarca;1976-01-01;0;0
Suco de Uva;Dinamarca;1977-01-01;0;0
Suco de Uva;Dinamarca;1978-01-01;0;0
Suco de Uva;Dinamarca;1979-01-01;49;64
Suco de Uva;Dinamarca;1980-01-01;0;0
Suco de Uva;Dinamarca;1981-01-01;0;0
Suco de Uva;Dinamarca;1982-01-01;0;0
Suco de Uva;Dinamarca;1983-01-01;0;0
Suco de Uva;Dinamarca;1984-01-01;0;0
Suco de Uva;Dinamarca;1985-01-01;0;0
Suco de Uva;Dinamarca;1986-01-01;0;0
Suco de Uva;Dinamarca;1987-01-01;0;0
Suco de Uva;Dinamarca;1988-01-01;0;0
Suco de Uva;Dinamarca;1989-01-01;0;0
Suco de Uva;Dinamarca;1990-01-01;0;0
Suco de Uva;Dinamarca;1991-01-01;0;0
Suco de Uva;Dinamarca;1992-01-01;0;0
Suco de Uva;Dinamarca;1993-01-01;0;0
Suco de Uva;Dinamarca;1994-01-01;0;0
Suco de Uva;Dinamarca;1995-01-01;0;0
Suco de Uva;Dinamarca;1996-01-01;0;0
Suco de Uva;Dinamarca;1997-01-01;0;0
Suco de Uva;Dinamarca;1998-01-01;0;0
Suco de Uva;Dinamarca;1999-01-01;0;0
Suco de Uva;Dinamarca;2000-01-01;0;0
Suco de Uva;Dinamarca;2001-01-01;0;0
Suco de Uva;Dinamarca;2002-01-01;0;0
Suco de Uva;Dinamarca;2003-01-01;0;0
Suco de Uva;Dinamarca;2004-01-01;0;0
Suco de Uva;Dinamarca;2005-01-01;0;0
Suco de Uva;Dinamarca;2006-01-01;0;0
Suco de Uva;Dinamarca;2007-01-01;0;0
Suco de Uva;Dinamarca;2008-01-01;0;0
Suco de Uva;Dinamarca;2009-01-01;0;0
Suco de Uva;Dinamarca;2010-01-01;0;0
Suco de Uva;Dinamarca;2011-01-01;0;0
Suco de Uva;Dinamarca;2012-01-01;0;0
Suco de Uva;Dinamarca;2013-01-01;0;0
Suco de Uva;Dinamarca;2014-01-01;0;0
Suco de Uva;Dinamarca;2015-01-01;0;0
Suco de Uva;Dinamarca;2016-01-01;0;0
Suco de Uva;Dinamarca;2017-01-01;0;0
Suco de Uva;Dinamarca;2018-01-01;0;0
Suco de Uva;Dinamarca;2019-01-01;0;0
Suco de Uva;Espanha;1971-01-01;0;0
Suco de Uva;Espanha;1972-01-01;0;0
Suco de Uva;Espanha;1973-01-01;0;0
Suco de Uva;Espanha;1974-01-01;0;0
Suco de Uva;Espanha;1975-01-01;0;0
Suco de Uva;Espanha;1976-01-01;0;0
Suco de Uva;Espanha;1977-01-01;0;0
Suco de Uva;Espanha;1978-01-01;0;0
Suco de Uva;Espanha;1979-01-01;0;0
Suco de Uva;Espanha;1980-01-01;0;0
Suco de Uva;Espanha;1981-01-01;0;0
Suco de Uva;Espanha;1982-01-01;0;0
Suco de Uva;Espanha;1983-01-01;0;0
Suco de Uva;Espanha;1984-01-01;0;0
Suco de Uva;Espanha;1985-01-01;0;0
Suco de Uva;Espanha;1986-01-01;0;0
Suco de Uva;Espanha;1987-01-01;0;0
Suco de Uva;Espanha;1988-01-01;0;0
Suco de Uva;Espanha;1989-01-01;0;0
Suco de Uva;Espanha;1990-01-01;0;0
Suco de Uva;Espanha;1991-01-01;0;0
Suco de Uva;Espanha;1992-01-01;0;0
Suco de Uva;Espanha;1993-01-01;0;0
Suco de Uva;Espanha;1994-01-01;0;0
Suco de Uva;Espanha;1995-01-01;4617;2836
Suco de Uva;Espanha;1996-01-01;3058;955
Suco de Uva;Espanha;1997-01-01;2208;1945
Suco de Uva;Espanha;1998-01-01;3986;2780
Suco de Uva;Espanha;1999-01-01;0;0
Suco de Uva;Espanha;2000-01-01;0;0
Suco de Uva;Espanha;2001-01-01;0;0
Suco de Uva;Espanha;2002-01-01;0;0
Suco de Uva;Espanha;2003-01-01;0;0
Suco de Uva;Espanha;2004-01-01;0;0
Suco de Uva;Espanha;2005-01-01;0;0
Suco de Uva;Espanha;2006-01-01;0;0
Suco de Uva;Espanha;2007-01-01;0;0
Suco de Uva;Espanha;2008-01-01;0;0
Suco de Uva;Espanha;2009-01-01;0;0
Suco de Uva;Espanha;2010-01-01;0;0
Suco de Uva;Espanha;2011-01-01;0;0
