classe;tipo;classificacao;nome_classificacao;ano;kg
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1972;67464
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1973;58690
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1974;138158
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1975;101454
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1976;57297
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1977;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1978;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1979;29525
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1980;37404
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1981;37893
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1982;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1983;46640
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1984;46767
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1985;55878
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1986;26538
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1987;40547
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1988;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1989;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1990;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1991;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1992;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1993;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1994;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1995;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1996;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1997;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1998;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;1999;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2000;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2001;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2002;18100
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2003;15505
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2004;17570
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2005;21520
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2006;11545
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2007;12070
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2008;16780
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2009;10810
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2010;7850
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2011;12930
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2012;3820
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2013;2990
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2014;3900
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2015;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2016;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2017;0
Americanas e hibridas;TINTAS;ti_Bacarina;Bacarina;2018;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1972;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1973;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1974;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1975;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1976;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1977;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1978;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1979;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1980;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1981;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1982;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1983;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1984;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1985;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1986;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1987;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1988;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1989;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1990;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1991;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1992;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1993;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1994;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1995;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1996;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1997;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1998;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;1999;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2000;0
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2001;425674
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2002;12421
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2003;7917
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2004;35614
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2005;66503
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2006;94805
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2007;236139
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2008;235828
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2009;559815
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2010;604895
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2011;769140
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2012;912286
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2013;756000
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2014;991449
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2015;963159
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2016;442784
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2017;1370092
Americanas e hibridas;TINTAS;ti_Bailey;Bailey;2018;539742
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1972;6530686
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1973;5584243
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1974;13341412
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1975;16023998
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1976;12725233
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1977;18714617
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1978;22247163
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1979;20061699
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1980;16495642
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1981;20525530
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1982;26385123
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1983;14872674
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1984;22146292
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1985;36787283
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1986;23956474
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1987;22318163
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1988;34047360
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1989;32102192
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1990;32681255
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1991;28036345
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1992;32595535
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1993;31680138
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1994;35680856
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1995;36409536
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1996;31280138
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1997;32904803
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1998;34014727
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;1999;40736069
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2000;52382471
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2001;42098781
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2002;54989827
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2003;39213494
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2004;70888283
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2005;64174362
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2006;54568468
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2007;76907674
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2008;97644667
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2009;69521354
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2010;89066377
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2011;139754250
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2012;127378006
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2013;102788361
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2014;113008320
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2015;137467196
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2016;60976531
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2017;160146475
Americanas e hibridas;TINTAS;ti_Bordo;Bordo;2018;158405972
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1972;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1973;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1974;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1975;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1976;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1977;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1978;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1979;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1980;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1981;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1982;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1983;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1984;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1985;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1986;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1987;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1988;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1989;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1990;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1991;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1992;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1993;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1994;78952
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1995;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1996;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1997;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1998;7270
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);1999;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2000;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2001;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2002;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2003;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2004;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2005;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2006;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2007;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2008;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2009;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2010;26990
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2011;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2012;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2013;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2014;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2015;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2016;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2017;0
Americanas e hibridas;TINTAS;ti_Bourdin (S);Bourdin (S);2018;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1972;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1973;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1974;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1975;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1976;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1977;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1978;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1979;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1980;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1981;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1982;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1983;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1984;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1985;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1986;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1987;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1988;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1989;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1990;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1991;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1992;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1993;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1994;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1995;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1996;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1997;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1998;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;1999;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2000;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2001;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2002;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2003;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2004;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2005;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2006;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2007;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2008;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2009;0
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2010;2296
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2011;48450
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2012;278602
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2013;605728
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2014;1553111
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2015;2891792
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2016;2964574
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2017;6771269
Americanas e hibridas;TINTAS;ti_BRSCarmen;BRS Carmen;2018;7472984
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1972;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1973;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1974;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1975;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1976;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1977;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1978;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1979;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1980;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1981;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1982;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1983;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1984;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1985;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1986;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1987;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1988;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1989;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1990;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1991;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1992;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1993;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1994;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1995;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1996;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1997;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1998;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;1999;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2000;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2001;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2002;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2003;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2004;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2005;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2006;0
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2007;4370
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2008;59160
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2009;335038
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2010;1178530
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2011;2844280
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2012;3098082
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2013;3697942
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2014;4721454
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2015;5733518
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2016;5155752
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2017;10085982
Americanas e hibridas;TINTAS;ti_BRSCora;BRS Cora;2018;8691122
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1972;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1973;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1974;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1975;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1976;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1977;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1978;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1979;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1980;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1981;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1982;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1983;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1984;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1985;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1986;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1987;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1988;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1989;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1990;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1991;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1992;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1993;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1994;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1995;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1996;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1997;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1998;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;1999;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2000;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2001;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2002;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2003;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2004;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2005;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2006;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2007;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2008;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2009;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2010;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2011;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2012;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2013;0
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2014;600
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2015;28560
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2016;275616
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2017;1605458
Americanas e hibridas;TINTAS;ti_BRS Magna;BRS Magna;2018;2292084
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1972;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1973;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1974;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1975;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1976;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1977;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1978;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1979;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1980;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1981;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1982;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1983;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1984;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1985;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1986;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1987;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1988;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1989;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1990;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1991;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1992;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1993;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1994;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1995;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1996;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1997;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1998;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;1999;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2000;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2001;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2002;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2003;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2004;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2005;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2006;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2007;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2008;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2009;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2010;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2011;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2012;0
Americanas e hibridas;TINTAS;ti_BRS Margot;BRS Margot;2013;0
